ame	ncbi	ko	pathway	pathname
100576882	XP_006566136			
100576885	XP_026298618	K16471		
100576886	XP_006572354			
100576891	XP_003250269			
100576894	XP_026295819			
100576895	XP_026297083	K13356	map00073	Cutin, suberine and wax biosynthesis
100576895	XP_026297083	K13356	map01110	Biosynthesis of secondary metabolites
100576895	XP_026297083	K13356	map04146	Peroxisome
100576895	XP_026297083	K13356	map04212	Longevity regulating pathway - worm
100576896	XP_006572186			
100576898	XP_026295859			
100576901	XP_026295426			
100576902	XP_026298617			
100576903	XP_003250043			
100576908	XP_003251511	K11471	map03083	Polycomb repressive complex
100576912	XP_003250132	K09048	map04022	cGMP-PKG signaling pathway
100576912	XP_003250132	K09048	map04024	cAMP signaling pathway
100576912	XP_003250132	K09048	map04151	PI3K-Akt signaling pathway
100576912	XP_003250132	K09048	map04152	AMPK signaling pathway
100576912	XP_003250132	K09048	map04211	Longevity regulating pathway
100576912	XP_003250132	K09048	map04261	Adrenergic signaling in cardiomyocytes
100576912	XP_003250132	K09048	map04668	TNF signaling pathway
100576912	XP_003250132	K09048	map04714	Thermogenesis
100576912	XP_003250132	K09048	map04725	Cholinergic synapse
100576912	XP_003250132	K09048	map04728	Dopaminergic synapse
100576912	XP_003250132	K09048	map04911	Insulin secretion
100576912	XP_003250132	K09048	map04915	Estrogen signaling pathway
100576912	XP_003250132	K09048	map04916	Melanogenesis
100576912	XP_003250132	K09048	map04918	Thyroid hormone synthesis
100576912	XP_003250132	K09048	map04922	Glucagon signaling pathway
100576912	XP_003250132	K09048	map04925	Aldosterone synthesis and secretion
100576912	XP_003250132	K09048	map04926	Relaxin signaling pathway
100576912	XP_003250132	K09048	map04927	Cortisol synthesis and secretion
100576912	XP_003250132	K09048	map04928	Parathyroid hormone synthesis, secretion and action
100576912	XP_003250132	K09048	map04931	Insulin resistance
100576912	XP_003250132	K09048	map04934	Cushing syndrome
100576912	XP_003250132	K09048	map04935	Growth hormone synthesis, secretion and action
100576912	XP_003250132	K09048	map04962	Vasopressin-regulated water reabsorption
100576912	XP_003250132	K09048	map05016	Huntington disease
100576912	XP_003250132	K09048	map05020	Prion disease
100576912	XP_003250132	K09048	map05030	Cocaine addiction
100576912	XP_003250132	K09048	map05031	Amphetamine addiction
100576912	XP_003250132	K09048	map05034	Alcoholism
100576912	XP_003250132	K09048	map05161	Hepatitis B
100576912	XP_003250132	K09048	map05163	Human cytomegalovirus infection
100576912	XP_003250132	K09048	map05165	Human papillomavirus infection
100576912	XP_003250132	K09048	map05166	Human T-cell leukemia virus 1 infection
100576912	XP_003250132	K09048	map05203	Viral carcinogenesis
100576912	XP_003250132	K09048	map05207	Chemical carcinogenesis - receptor activation
100576912	XP_003250132	K09048	map05215	Prostate cancer
100576914	XP_006565958	K22984		
100576915	XP_006566138			
100576916	XP_006568328			
100576918	XP_016771938			
100576919	XP_003251907			
100576924	XP_003249673			
100576930	XP_003251848	K22385		
100576932	XP_003249224			
100576934	XP_026300920			
100576935	XP_003249929			
100576936	XP_003251245			
100576938	XP_016770824	K11504		
100576940	XP_026300229	K22984		
100576944	XP_003250750	K22984		
100576945	XP_003250831	K18173	map04714	Thermogenesis
100576947	XP_006566798	K22420		
100576948	XP_026297445			
100576949	XP_006568972			
100576951	XP_003251908	K26469		
100576953	XP_026295422	K00939	map00230	Purine metabolism
100576953	XP_026295422	K00939	map00730	Thiamine metabolism
100576953	XP_026295422	K00939	map01100	
100576953	XP_026295422	K00939	map01110	Biosynthesis of secondary metabolites
100576953	XP_026295422	K00939	map01232	Nucleotide metabolism
100576953	XP_026295422	K00939	map01240	Biosynthesis of cofactors
100576956	XP_003250045	K16866	map05205	Proteoglycans in cancer
100576956	XP_003250045	K16866	map05206	MicroRNAs in cancer
100576957	XP_016769709			
100576958	XP_016772312	K17601		
100576960	XP_003250450	K02333	map03410	Base excision repair
100576961	XP_006565343			
100576963	XP_003250810			
100576964	XP_003250996			
100576965	XP_006567855			
100576966	XP_003251531			
100576967	XP_006572119	K14324	map03013	Nucleocytoplasmic transport
100576967	XP_006572119	K14324	map03015	mRNA surveillance pathway
100576968	XP_003249526	K16684	map04390	Hippo signaling pathway
100576968	XP_003249526	K16684	map04391	Hippo signaling pathway - fly
100576968	XP_003249526	K16684	map04392	Hippo signaling pathway - multiple species
100576968	XP_003249526	K16684	map04530	Tight junction
100576972	XP_026298081	K11791		
100576974	XP_003251227			
100576975	XP_003251246			
100576976	XP_006571002			
100576982	XP_003250133			
100576983	XP_003250194			
100576984	XP_003250751	K22984		
100576985	XP_006566801			
100576986	XP_003251314			
100576989	XP_016770369	K13718		
100576990	XP_026295303	K06676	map04111	Cell cycle - yeast
100576992	XP_026300227	K22984		
100576993	XP_006557404	K23560	map05206	MicroRNAs in cancer
100576994	XP_006557903			
100576996	XP_016771820			
100577000	XP_003250023	K15439		
100577002	XP_006565014	K03103	map00010	Glycolysis / Gluconeogenesis
100577002	XP_006565014	K03103	map00562	Inositol phosphate metabolism
100577002	XP_006565014	K03103	map01100	
100577003	XP_003250617			
100577004	XP_006566224			
100577014	XP_003250465			
100577015	XP_026296420			
100577017	XP_026298943			
100577018	XP_026297555			
100577019	XP_006570900			
100577020	XP_003251670			
100577024	XP_003249281	K22984		
100577026	XP_003249565	K27318		
100577027	XP_003249834	K10803	map03410	Base excision repair
100577028	XP_026297928			
100577030	XP_026300929			
100577031	NP_001229902	K22984		
100577033	XP_003251429			
100577039	XP_026296941			
100577041	XP_006566554			
100577043	XP_006571499			
100577044	XP_026295418			
100577045	XP_003249323			
100577046	XP_026301690			
100577047	XP_016766584			
100577050	XP_006563085	K17595	map04217	Necroptosis
100577053	XP_026298096	K00281	map00260	Glycine, serine and threonine metabolism
100577053	XP_026298096	K00281	map00630	Glyoxylate and dicarboxylate metabolism
100577053	XP_026298096	K00281	map00670	One carbon pool by folate
100577053	XP_026298096	K00281	map00785	Lipoic acid metabolism
100577053	XP_026298096	K00281	map01100	
100577053	XP_026298096	K00281	map01110	Biosynthesis of secondary metabolites
100577053	XP_026298096	K00281	map01200	Carbon metabolism
100577054	XP_026296013			
100577057	XP_026297190			
100577060	XP_003249119			
100577064	XP_026298463			
100577065	XP_016771718			
100577068	XP_016773539	K22984		
100577069	XP_026299131	K09091	map04330	Notch signaling pathway
100577069	XP_026299131	K09091	map05165	Human papillomavirus infection
100577069	XP_026299131	K09091	map05200	Pathways in cancer
100577069	XP_026299131	K09091	map05224	Breast cancer
100577071	XP_026298206			
100577073	XP_006570344			
100577080	XP_003249877			
100577081	XP_003250270	K00254	map00240	Pyrimidine metabolism
100577081	XP_003250270	K00254	map01100	
100577081	XP_003250270	K00254	map01240	Biosynthesis of cofactors
100577082	XP_006565374			
100577091	XP_006562814	K08471		
100577092	XP_006565118			
100577094	XP_026296677			
100577098	XP_003249566			
100577101	XP_003250754	K22984		
100577102	XP_006566152			
100577106	XP_003251315			
100577107	XP_003251470			
100577110	XP_003249878			
100577112	XP_003250271			
100577113	XP_026301808			
100577118	XP_026297873			
100577120	XP_003249302	K08866	map04110	Cell cycle
100577120	XP_003249302	K08866	map04111	Cell cycle - yeast
100577121	XP_003249655			
100577122	XP_003249792			
100577127	XP_006569243	K16913		
100577128	XP_003251403			
100577132	XP_003249567			
100577135	XP_003250135	K18259	map04977	Vitamin digestion and absorption
100577136	XP_006565026	K17868		
100577138	XP_006566235	K13298	map00230	Purine metabolism
100577138	XP_006566235	K13298	map01100	
100577138	XP_006566235	K13298	map04934	Cushing syndrome
100577138	XP_006566235	K13298	map05032	Morphine addiction
100577139	XP_006569026	K15195		
100577140	XP_003251417	K00699	map00040	Pentose and glucuronate interconversions
100577140	XP_003251417	K00699	map00053	Ascorbate and aldarate metabolism
100577140	XP_003251417	K00699	map00140	Steroid hormone biosynthesis
100577140	XP_003251417	K00699	map00830	Retinol metabolism
100577140	XP_003251417	K00699	map00860	Porphyrin metabolism
100577140	XP_003251417	K00699	map00980	Metabolism of xenobiotics by cytochrome P450
100577140	XP_003251417	K00699	map00982	Drug metabolism - cytochrome P450
100577140	XP_003251417	K00699	map00983	Drug metabolism - other enzymes
100577140	XP_003251417	K00699	map01100	
100577140	XP_003251417	K00699	map01110	Biosynthesis of secondary metabolites
100577140	XP_003251417	K00699	map01240	Biosynthesis of cofactors
100577140	XP_003251417	K00699	map04976	Bile secretion
100577140	XP_003251417	K00699	map05204	Chemical carcinogenesis - DNA adducts
100577140	XP_003251417	K00699	map05207	Chemical carcinogenesis - receptor activation
100577142	XP_026302035	K04599		
100577143	XP_003251890			
100577145	XP_003249139	K22470	map00920	Sulfur metabolism
100577145	XP_003249139	K22470	map01100	
100577145	XP_003249139	K22470	map01120	Microbial metabolism in diverse environments
100577146	XP_026300472			
100577147	XP_026295318			
100577149	XP_003249630	K00069	map00590	Arachidonic acid metabolism
100577149	XP_003249630	K00069	map05202	Transcriptional misregulation in cancer
100577150	XP_003249879			
100577151	XP_003249931			
100577155	XP_003250542			
100577156	XP_003250667	K01183	map00520	Amino sugar and nucleotide sugar metabolism
100577156	XP_003250667	K01183	map01100	
100577159	XP_026297566			
100577161	XP_003251870			
100577163	XP_016772428			
100577165	XP_016769724			
100577168	XP_003251600			
100577174	XP_006560534	K20210	map04013	MAPK signaling pathway - fly
100577178	XP_003250376			
100577180	XP_006565809			
100577181	NP_001229901	K22984		
100577188	XP_026299134			
100577189	NP_001257751			
100577192	XP_003250467	K10703	map00062	Fatty acid elongation
100577192	XP_003250467	K10703	map01040	Biosynthesis of unsaturated fatty acids
100577192	XP_003250467	K10703	map01100	
100577192	XP_003250467	K10703	map01110	Biosynthesis of secondary metabolites
100577192	XP_003250467	K10703	map01212	Fatty acid metabolism
100577194	XP_026301011	K24634		
100577196	XP_006567442			
100577197	XP_026300198			
100577198	XP_003251871			
100577202	XP_016770987			
100577209	XP_006563667			
100577213	XP_003251580	K05142	map04060	Cytokine-cytokine receptor interaction
100577214	XP_003251601	K02104	map04013	MAPK signaling pathway - fly
100577214	XP_003251601	K02104	map04320	Dorso-ventral axis formation
100577220	XP_003249454			
100577221	XP_003249568			
100577222	XP_006560378			
100577224	XP_026295434			
100577226	XP_003250757	K22984		
100577228	XP_026295420	K18407		
100577229	XP_003249529			
100577231	XP_026296580			
100577235	XP_026297713			
100577237	XP_003251129			
100577239	NP_001314877			
100577242	XP_026295591	K27536	map00760	Nicotinate and nicotinamide metabolism
100577242	XP_026295591	K27536	map01100	
100577250	XP_026299575	K09228	map05168	Herpes simplex virus 1 infection
100577252	XP_006561733			
100577253	XP_006564069	K20780		
100577254	XP_006565038	K04926	map04261	Adrenergic signaling in cardiomyocytes
100577254	XP_006565038	K04926	map04725	Cholinergic synapse
100577254	XP_006565038	K04926	map04971	Gastric acid secretion
100577254	XP_006565038	K04926	map04972	Pancreatic secretion
100577254	XP_006565038	K04926	map04974	Protein digestion and absorption
100577254	XP_006565038	K04926	map05110	Vibrio cholerae infection
100577255	XP_026294826			
100577263	XP_026300766	K13127		
100577268	XP_006563807			
100577269	XP_006563921			
100577272	XP_006569341			
100577273	NP_001314878			
100577279	XP_003250197			
100577280	XP_026298307	K09189	map00310	Lysine degradation
100577280	XP_026298307	K09189	map01100	
100577283	XP_003251247			
100577285	XP_006569198	K22384	map03060	Protein export
100577288	XP_003249880			
100577293	XP_003250933			
100577295	XP_003251098			
100577296	XP_003251418	K10903	map04218	Cellular senescence
100577300	XP_003249198			
100577302	XP_026298327	K17560		
100577308	XP_006566106			
100577309	NP_001229915	K22984		
100577320	XP_003250293			
100577322	XP_006568109			
100577324	XP_003251447			
100577325	XP_003249360			
100577327	XP_016767006			
100577331	XP_003250137			
100577332	XP_016769155	K17894		
100577334	XP_026294903	K22984		
100577335	XP_003251099			
100577341	XP_003249755			
100577342	XP_006561985			
100577343	XP_003250469			
100577344	XP_003250883			
100577346	XP_003251651	K03440		
100577347	XP_003249162			
100577348	XP_006558548			
100577351	XP_006564732			
100577358	XP_026298459	K19752		
100577359	XP_003250047			
100577362	XP_003250694			
100577363	XP_026298239			
100577364	XP_016770216			
100577365	XP_003251690	K09319	map04341	Hedgehog signaling pathway - fly
100577367	XP_016771378	K22594		
100577369	XP_003249984	K24815		
100577371	NP_001229914	K22984		
100577376	NP_001306197	K04861	map04010	MAPK signaling pathway
100577376	NP_001306197	K04861	map04260	Cardiac muscle contraction
100577376	NP_001306197	K04861	map04261	Adrenergic signaling in cardiomyocytes
100577376	NP_001306197	K04861	map04921	Oxytocin signaling pathway
100577376	NP_001306197	K04861	map05410	Hypertrophic cardiomyopathy
100577376	NP_001306197	K04861	map05412	Arrhythmogenic right ventricular cardiomyopathy
100577376	NP_001306197	K04861	map05414	Dilated cardiomyopathy
100577377	XP_026294728	K17656		
100577378	XP_006557527	K00849	map00052	Galactose metabolism
100577378	XP_006557527	K00849	map00520	Amino sugar and nucleotide sugar metabolism
100577378	XP_006557527	K00849	map01100	
100577378	XP_006557527	K00849	map01250	Biosynthesis of nucleotide sugars
100577381	XP_003250048			
100577382	XP_003250338	K16812		
100577385	XP_026297671			
100577386	XP_006565420	K21412		
100577387	XP_003250695			
100577393	XP_026297215	K04361	map01521	EGFR tyrosine kinase inhibitor resistance
100577393	XP_026297215	K04361	map01522	Endocrine resistance
100577393	XP_026297215	K04361	map03272	Virion - Hepatitis viruses
100577393	XP_026297215	K04361	map04010	MAPK signaling pathway
100577393	XP_026297215	K04361	map04012	ErbB signaling pathway
100577393	XP_026297215	K04361	map04013	MAPK signaling pathway - fly
100577393	XP_026297215	K04361	map04014	Ras signaling pathway
100577393	XP_026297215	K04361	map04015	Rap1 signaling pathway
100577393	XP_026297215	K04361	map04020	Calcium signaling pathway
100577393	XP_026297215	K04361	map04066	HIF-1 signaling pathway
100577393	XP_026297215	K04361	map04068	FoxO signaling pathway
100577393	XP_026297215	K04361	map04072	Phospholipase D signaling pathway
100577393	XP_026297215	K04361	map04144	Endocytosis
100577393	XP_026297215	K04361	map04151	PI3K-Akt signaling pathway
100577393	XP_026297215	K04361	map04214	Apoptosis - fly
100577393	XP_026297215	K04361	map04320	Dorso-ventral axis formation
100577393	XP_026297215	K04361	map04510	Focal adhesion
100577393	XP_026297215	K04361	map04520	Adherens junction
100577393	XP_026297215	K04361	map04540	Gap junction
100577393	XP_026297215	K04361	map04630	JAK-STAT signaling pathway
100577393	XP_026297215	K04361	map04810	Regulation of actin cytoskeleton
100577393	XP_026297215	K04361	map04912	GnRH signaling pathway
100577393	XP_026297215	K04361	map04915	Estrogen signaling pathway
100577393	XP_026297215	K04361	map04921	Oxytocin signaling pathway
100577393	XP_026297215	K04361	map04926	Relaxin signaling pathway
100577393	XP_026297215	K04361	map04928	Parathyroid hormone synthesis, secretion and action
100577393	XP_026297215	K04361	map04934	Cushing syndrome
100577393	XP_026297215	K04361	map05120	Epithelial cell signaling in Helicobacter pylori infection
