ame	ncbi	ko	amepathway	amepathname
100577393	XP_026297215	K04361	ame04320	Dorso-ventral axis formation - Apis mellifera (honey bee)
100577394	XP_006563554			
100577396	XP_026296692			
100577397	XP_006569362			
100577401	XP_006562889	K25802		
100577408	XP_003249882			
100577409	XP_006561855			
100577410	XP_016767801	K19489		
100577418	XP_003249249			
100577423	XP_016769989	K24174		
100577425	XP_026300779			
100577430	XP_026300877			
100577436	XP_026295465	K25615		
100577440	XP_006561760			
100577441	XP_003250005			
100577446	NP_001229898	K22984		
100577449	XP_026299432	K10864		
100577450	XP_006571647			
100577451	XP_003249179	K27685		
100577452	XP_003249531			
100577453	XP_026297478			
100577454	XP_003249985			
100577455	XP_006563366			
100577456	XP_003250904	K23342	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
100577464	XP_006561060			
100577466	XP_006562906			
100577472	XP_006572054	K09370		
100577481	XP_006565364	K19737		
100577482	NP_001229896	K22984		
100577488	XP_006559528			
100577489	XP_003249634			
100577491	XP_003250092	K13129		
100577492	XP_006562747	K02374		
100577493	XP_006565604	K23424		
100577496	XP_026294745			
100577497	XP_006569369			
100577498	XP_003251389			
100577499	XP_003251494	K11548		
100577501	XP_003251725	K14314	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
100577504	XP_003249123			
100577506	XP_003249657			
100577507	XP_003249756			
100577510	XP_003250581			
100577513	XP_003251343			
100577515	XP_016771436			
100577516	XP_006563218	K19283		
100577517	XP_026297088	K15293		
100577519	XP_026297817	K09669		
100577520	XP_003251533			
100577521	XP_026296525	K20227	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
100577522	XP_016772841			
100577525	XP_006560546			
100577527	XP_003250139			
100577530	XP_003251193			
100577533	XP_026300657	K22537		
100577537	XP_006557478			
100577541	XP_006560211			
100577543	XP_003249677	K09223		
100577544	XP_006561058			
100577546	XP_003250507	K00731	ame00512	Mucin type O-glycan biosynthesis - Apis mellifera (honey bee)
100577546	XP_003250507	K00731	ame00514	Other types of O-glycan biosynthesis - Apis mellifera (honey bee)
100577546	XP_003250507	K00731	ame01100	
100577548	XP_003250980	K07375	ame04145	Phagosome - Apis mellifera (honey bee)
100577548	XP_003250980	K07375	ame04814	Motor proteins - Apis mellifera (honey bee)
100577551	XP_003250295			
100577552	XP_006564129	K25780		
100577553	XP_003251001	K21848		
100577561	XP_003249908	K27895		
100577562	XP_006562676			
100577569	XP_006558594			
100577573	XP_006566247			
100577574	XP_016766731			
100577575	XP_026298265	K02956	ame03010	Ribosome - Apis mellifera (honey bee)
100577576	XP_003251344			
100577577	XP_003251791			
100577578	XP_006571912			
100577579	XP_003251833	K24021		
100577580	XP_003251943	K07962		
100577582	XP_003249512	K10089	ame04142	Lysosome - Apis mellifera (honey bee)
100577582	XP_003249512	K10089	ame04145	Phagosome - Apis mellifera (honey bee)
100577584	XP_026296751			
100577585	XP_003250233			
100577587	XP_026298130	K23028		
100577590	XP_003250765	K22984		
100577594	XP_003251929			
100577596	XP_003249400			
100577598	XP_006561149			
100577600	XP_016768852			
100577602	XP_026299147			
100577603	XP_026299236	K09365		
100577605	XP_026295048			
100577606	XP_003251299			
100577607	XP_026298954	K11147	ame00830	Retinol metabolism - Apis mellifera (honey bee)
100577607	XP_026298954	K11147	ame01100	
100577607	XP_026298954	K11147	ame04146	Peroxisome - Apis mellifera (honey bee)
100577610	XP_006557805	K20280		
100577614	XP_016767375	K08515	ame04130	SNARE interactions in vesicular transport - Apis mellifera (honey bee)
100577620	XP_006569319			
100577623	XP_026299766			
100577629	XP_003249612	K24465		
100577632	XP_003250697			
100577634	XP_026294956	K22984		
100577635	XP_003251317			
100577636	XP_003251584			
100577638	XP_003249304			
100577640	XP_026301116			
100577641	XP_003249659			
100577644	XP_026299605	K25803		
100577648	XP_026297106			
100577649	XP_026299610	K10398	ame04814	Motor proteins - Apis mellifera (honey bee)
100577651	XP_006557487	K10791		
100577655	XP_006562840			
100577656	XP_016772027			
100577661	XP_003251281			
100577667	XP_016769463			
100577669	XP_006565398			
100577670	XP_006565903			
100577671	XP_003250767	K22984		
100577672	XP_006566114	K23317		
100577673	XP_006567053	K17654		
100577675	XP_006569265	K11787	ame00230	Purine metabolism - Apis mellifera (honey bee)
100577675	XP_006569265	K11787	ame00670	One carbon pool by folate - Apis mellifera (honey bee)
100577675	XP_006569265	K11787	ame01100	
100577676	XP_026298045	K11985		
100577678	XP_003249200			
100577679	XP_026301427	K02604		
100577680	XP_003249362			
100577681	XP_026295460			
100577682	XP_003249660			
100577683	XP_016767867			
100577687	XP_006566600	K18716		
100577689	XP_003251728			
100577690	XP_006572135	K02373	ame04215	Apoptosis - multiple species - Apis mellifera (honey bee)
100577690	XP_006572135	K02373	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
100577692	XP_026297287			
100577693	XP_006557488			
100577694	XP_006559359			
100577696	XP_003249678	K24502		
100577697	XP_016772437	K16691	ame04013	MAPK signaling pathway - fly - Apis mellifera (honey bee)
100577697	XP_016772437	K16691	ame04391	Hippo signaling pathway - fly - Apis mellifera (honey bee)
100577698	XP_003250093			
100577699	XP_003250452	K01934	ame00670	One carbon pool by folate - Apis mellifera (honey bee)
100577699	XP_003250452	K01934	ame01100	
100577699	XP_003250452	K01934	ame04981	Folate transport and metabolism - Apis mellifera (honey bee)
100577702	XP_003251076	K02867	ame03010	Ribosome - Apis mellifera (honey bee)
100577707	XP_003249455	K24595		
100577711	XP_026298376			
100577712	XP_006564146			
100577714	NP_001229900	K22984		
100577715	XP_016773520	K22984		
100577717	XP_003251106	K01047	ame00564	Glycerophospholipid metabolism - Apis mellifera (honey bee)
100577717	XP_003251106	K01047	ame00565	Ether lipid metabolism - Apis mellifera (honey bee)
100577717	XP_003251106	K01047	ame00590	Arachidonic acid metabolism - Apis mellifera (honey bee)
100577717	XP_003251106	K01047	ame00592	alpha-Linolenic acid metabolism - Apis mellifera (honey bee)
100577717	XP_003251106	K01047	ame01100	
100577719	XP_006569119	K24023		
100577722	XP_006559586	K26094		
100577724	XP_006561531	K23538		
100577725	XP_003250141			
100577727	XP_003250487			
100577735	XP_026299564	K12735		
100577739	XP_026300732	K11138		
100577742	XP_003251266	K23970		
100577743	XP_026295504	K08471		
100577746	XP_026298373	K14322		
100577748	XP_003250834			
100577749	XP_026294930			
100577751	XP_026294969	K09372		
100577752	XP_016772904			
100577753	XP_016772949			
100577754	XP_006557653			
100577755	XP_003249229	K22984		
100577756	XP_006559589	K09228		
100577758	XP_016770008			
100577759	XP_026299001			
100577763	XP_026297432	K14772		
100577764	XP_026296924	K07888	ame04137	Mitophagy - animal - Apis mellifera (honey bee)
100577764	XP_026296924	K07888	ame04144	Endocytosis - Apis mellifera (honey bee)
100577764	XP_026296924	K07888	ame04145	Phagosome - Apis mellifera (honey bee)
100577764	XP_026296924	K07888	ame04148	Efferocytosis - Apis mellifera (honey bee)
100577766	XP_003251811			
100577769	XP_026301666	K02311		
100577771	XP_003249415			
100577772	XP_026299051			
100577777	XP_006563415			
100577778	XP_026297184			
100577783	XP_006563531			
100577784	XP_016771878	K15363	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
100577786	NP_001229899	K22984		
100577787	XP_003250769	K22984		
100577788	XP_006566251			
100577795	XP_026295375	K09084		
100577797	XP_006560007			
100577798	XP_026296184			
100577801	XP_003250906	K17441		
100577803	XP_016767605	K18190		
100577805	XP_016768006			
100577809	XP_026299476			
100577810	XP_003249778			
100577813	NP_001229917	K22984		
100577815	XP_026297191			
100577816	XP_003251930	K16573		
100577817	XP_026298039			
100577819	XP_003249840			
100577823	XP_006563166			
100577825	XP_006563908			
100577827	XP_026294631			
100577829	XP_003250961			
100577833	XP_006570861	K11275		
100577836	XP_026301304			
100577839	XP_026299202			
100577840	XP_003250198			
100577841	XP_003250298	K01672	ame00910	Nitrogen metabolism - Apis mellifera (honey bee)
100577841	XP_003250298	K01672	ame01100	
100577844	XP_003250675	K20694	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
100577845	XP_006566418			
100577846	XP_026297049			
100577847	XP_003251792			
100577849	XP_016771484			
100577856	XP_026299176	K11173		
100577867	NP_001229892	K22984		
100577870	XP_003251420	K07876	ame04144	Endocytosis - Apis mellifera (honey bee)
100577872	XP_026301985			
100577875	XP_006560219			
100577876	XP_016767520			
100577877	XP_026299201			
100577879	XP_006566324			
100577882	XP_006571787			
100577883	NP_001265262	K15001		
100577885	XP_003249779			
100577886	XP_006561386	K15199		
100577888	XP_016770849	K22984		
100577889	XP_006568120			
100577894	XP_026297228			
100577895	XP_026302046			
100577896	XP_026296561	K25791		
100577899	XP_006563568	K10735		
100577901	XP_003250488			
100577902	NP_001229891	K22984		
100577903	XP_003251283			
100577905	XP_026301955			
100577908	XP_026300086			
100577909	XP_026301307	K09282		
100577912	XP_026301331			
100577913	XP_006565302	K10523	ame04341	Hedgehog signaling pathway - fly - Apis mellifera (honey bee)
100577915	XP_006566864			
100577918	XP_006570185			
100577919	XP_026297335			
100577920	XP_003251794			
100577921	NP_001229919			
100577923	XP_003249613			
100577927	XP_006568807	K06947		
100577931	XP_006557328	K23115		
100577932	XP_006558072			
100577936	XP_006564156			
100577938	XP_003250726	K22984		
100577939	XP_026294954			
100577941	XP_006567880			
100577942	XP_003251638	K09995		
100577943	XP_026301705			
100577949	XP_016769921			
100577955	XP_006567985	K22984		
100577958	XP_026296990			
100577959	XP_026302114	K23855		
100577963	XP_006560095	K15053	ame03272	Virion - Hepatitis viruses - Apis mellifera (honey bee)
100577963	XP_006560095	K15053	ame04144	Endocytosis - Apis mellifera (honey bee)
100577966	XP_026301631			
100577967	XP_003250530	K17575		
100577972	XP_026297631			
100577974	XP_026296516			
100577976	XP_016767395			
100577977	XP_016768301			
100577979	NP_001229889	K22984		
100577980	XP_003250819	K19774		
100577981	XP_006566264			
100577982	XP_003249403	K23505		
100577986	XP_026297409	K13752		
100577988	XP_003249913			
100577992	XP_006571447	K04082		
100577995	XP_006557684			
100577996	XP_006559459	K24937		
100577997	XP_003249574			
100577998	XP_003249738	K02605		
100578002	XP_026299849	K03671		
100578005	XP_003251769	K14564	ame03008	Ribosome biogenesis in eukaryotes - Apis mellifera (honey bee)
100578006	XP_003249382	K11726	ame00190	Oxidative phosphorylation - Apis mellifera (honey bee)
100578006	XP_003249382	K11726	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
100578011	XP_003250472	K11547		
100578013	NP_001229893	K22984		
100578014	XP_003250963	K14832		
100578015	XP_003250982	K16458		
100578017	XP_006570320			
100578020	XP_006572214			
100578023	XP_003249680			
100578025	XP_003250941			
100578030	XP_026299596	K13963		
100578031	XP_006557420	K10478		
100578035	XP_026301533	K04712	ame00600	Sphingolipid metabolism - Apis mellifera (honey bee)
100578035	XP_026301533	K04712	ame01100	
100578040	XP_003251347	K16484		
100578041	XP_003249842			
100578042	XP_026301002			
100578044	XP_003250301	K10273		
100578045	XP_026301413	K22984		
100578046	XP_003250433	K04599		
100578047	NP_001229890	K22984		
100578048	XP_003250796			
100578051	XP_003249537			
100578055	XP_003250942			
100578059	XP_003251674			
100578060	XP_003251713			
100578061	XP_003251814			
100578066	XP_006558650	K07189		
100578067	XP_003249471	K09090		
100578068	XP_003249615			
100578071	XP_026301493	K02350	ame03460	Fanconi anemia pathway - Apis mellifera (honey bee)
100578072	XP_003251197			
100578083	NP_001229894	K22984		
100578084	XP_006565983			
100578085	XP_003251110			
100578089	XP_016770746	K03004	ame03020	RNA polymerase - Apis mellifera (honey bee)
100578090	XP_003249681			
100578091	XP_006561821			
100578093	XP_026298752			
100578100	XP_003249184			
100578105	XP_003250098	K19352		
100578106	XP_003250532			
100578107	XP_003250943			
100578109	XP_026295632	K18914		
100578112	XP_006572378			
100578113	XP_003249082			
100578119	XP_006565986			
100578121	XP_003250964			
100578123	XP_003251111			
100578126	XP_026297541			
100578127	NP_001229446	K11319	ame03082	ATP-dependent chromatin remodeling - Apis mellifera (honey bee)
100578129	XP_026301563	K11498	ame04814	Motor proteins - Apis mellifera (honey bee)
100578130	XP_003249967			
100578132	XP_026299135	K11204	ame00270	Cysteine and methionine metabolism - Apis mellifera (honey bee)
100578132	XP_026299135	K11204	ame00480	Glutathione metabolism - Apis mellifera (honey bee)
100578132	XP_026299135	K11204	ame01100	
100578132	XP_026299135	K11204	ame01240	Biosynthesis of cofactors - Apis mellifera (honey bee)
100578133	XP_006569675			
100578137	XP_003249575			
100578142	NP_001229895	K22984		
100578144	XP_001121344			
100578146	XP_003251770			
100578151	XP_006562251			
100578156	XP_003251112	K20701	ame04624	Toll and Imd signaling pathway - Apis mellifera (honey bee)
100578157	XP_026298046			
100578159	XP_006570358			
100578161	XP_006570961	K12875	ame03013	Nucleocytoplasmic transport - Apis mellifera (honey bee)
100578161	XP_006570961	K12875	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
100578161	XP_006570961	K12875	ame03040	Spliceosome - Apis mellifera (honey bee)
100578162	XP_003249206			
100578165	XP_006559834			
100578168	XP_003250589	K00753	ame00513	Various types of N-glycan biosynthesis - Apis mellifera (honey bee)
100578168	XP_003250589	K00753	ame01100	
100578170	XP_003251286	K22765		
100578177	XP_026297733			
100578184	XP_016771771			
100578188	XP_003249383	K05287	ame00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Apis mellifera (honey bee)
100578188	XP_003249383	K05287	ame01100	
100578189	NP_001229913	K22984		
100578191	XP_003250434			
100578193	XP_003251113			
100578200	XP_003250490			
100578201	XP_003250590			
100578205	NP_001242967	K16589		
100578207	XP_016768467			
100578209	XP_006565321	K10478		
100578210	NP_001229888	K22984		
100578212	XP_006567401	K18630		
100578213	XP_016766185			
100578215	XP_003250009	K00710	ame00512	Mucin type O-glycan biosynthesis - Apis mellifera (honey bee)
100578215	XP_003250009	K00710	ame00514	Other types of O-glycan biosynthesis - Apis mellifera (honey bee)
100578215	XP_003250009	K00710	ame01100	
100578218	XP_006563576	K18160		
100578220	XP_006568135			
100578223	XP_003251915			
100578226	XP_003249307	K09233		
100578227	XP_006561811			
100578230	NP_001229918	K22984		
100578232	XP_003251214			
100578233	XP_016766850	K19754		
100578235	XP_003249576	K03000	ame03020	RNA polymerase - Apis mellifera (honey bee)
100578236	XP_026297552	K14411	ame03015	mRNA surveillance pathway - Apis mellifera (honey bee)
100578237	XP_006561470			
100578238	XP_006562319	K16362		
100578239	XP_016768377	K24932		
100578243	XP_026296337	K02730	ame03050	Proteasome - Apis mellifera (honey bee)
100578244	NP_001257757			
100578245	XP_003249336			
100578246	XP_003249420			
100578247	XP_026302048	K03440		
100578248	XP_003250145			
100578249	XP_006563550			
100578252	NP_001229471	K09441		
100578253	XP_006566884	K23540		
100578255	XP_006570850	K16848		
100578257	XP_026296956			
100578259	XP_006557331			
100578260	XP_006558326	K24760		
100578262	NP_001229447			
100578263	XP_016771251			
100578265	XP_016771534			
100578266	XP_003250628	K00809		
100578269	XP_016768624			
100578271	XP_026302100			
100578276	XP_003250057			
100578277	XP_003250223	K13153		
100578281	XP_026301929	K19937		
100578286	XP_016772196			
100578289	XP_003251679			
100578296	XP_006560948	K05053	ame04080	Neuroactive ligand-receptor interaction - Apis mellifera (honey bee)
100578298	XP_016767942			
100578300	XP_006568709	K22194	ame04820	Cytoskeleton in muscle cells - Apis mellifera (honey bee)
100578307	XP_003249384	K03103	ame00010	Glycolysis / Gluconeogenesis - Apis mellifera (honey bee)
100578307	XP_003249384	K03103	ame00562	Inositol phosphate metabolism - Apis mellifera (honey bee)
100578307	XP_003249384	K03103	ame01100	
100578309	XP_016773314			
100578311	XP_006562497	K13800	ame00240	Pyrimidine metabolism - Apis mellifera (honey bee)
