K14018	dme:Dmel_CG5105
K11787	dme:Dmel_CG31628
K13728	dme:Dmel_CG2948
K13803	dme:Dmel_CG18345
K14032	dme:Dmel_CG11502
K08701	dme:Dmel_CG8127
K00993	dme:Dmel_CG33116
K13617	dme:Dmel_CG5068
K13647	dme:Dmel_CG6199
K13523	dme:Dmel_CG4729
K10349	dme:Dmel_CG9025
K08705	dme:Dmel_CG8676
K02871	dme:Dmel_CG10603
K14326	dme:Dmel_CG1559
K14165	dme:Dmel_CG10089
K10765	dme:Dmel_CG33250
K14191	dme:Dmel_CG11837
K14416	dme:Dmel_CG1898
K05036	dme:Dmel_CG8380
K11348	dme:Dmel_CG1845
K04351	dme:Dmel_CG34392
K07197	dme:Dmel_CG8522
K06240	dme:Dmel_CG10236
K13151	dme:Dmel_CG42304
K14411	dme:Dmel_CG32169
K14411	dme:Dmel_CG5099
K15027	dme:Dmel_CG31426
K14322	dme:Dmel_CG8963
K08497	dme:Dmel_CG2023
K18740	dme:Dmel_CG4051
K14304	dme:Dmel_CG5733
K14323	dme:Dmel_CG12878
K14297	dme:Dmel_CG10198
K14289	dme:Dmel_CG12234
K14295	dme:Dmel_CG2158
K14298	dme:Dmel_CG9862
K12823	dme:Dmel_CG10279
K14388	dme:Dmel_CG10444
K07565	dme:Dmel_CG7006
K08048	dme:Dmel_CG10564
K06816	dme:Dmel_CG33214
K14209	dme:Dmel_CG13384
K05290	dme:Dmel_CG4406
K08744	dme:Dmel_CG4774
K01227	dme:Dmel_CG5613
K00078	dme:Dmel_CG3609
K14360	dme:Dmel_CG6836
K14376	dme:Dmel_CG9854
K14079	dme:Dmel_CG5732
K10134	dme:Dmel_CG15626
K14396	dme:Dmel_CG2163
K14165	dme:Dmel_CG7378
K14408	dme:Dmel_CG17170
K14405	dme:Dmel_CG1078
K09881	dme:Dmel_CG31873
K04708	dme:Dmel_CG10425
K25769	dme:Dmel_CG34408
K14085	dme:Dmel_CG9629
K14343	dme:Dmel_CG11655
K12882	dme:Dmel_CG7907
K03945	dme:Dmel_CG34439
K14399	dme:Dmel_CG5970
K14398	dme:Dmel_CG7185
K04153	dme:Dmel_CG15113
K04153	dme:Dmel_CG16720
K14394	dme:Dmel_CG33748
K14407	dme:Dmel_CG7697
K07299	dme:Dmel_CG43946
K06519	dme:Dmel_CG2791
K14284	dme:Dmel_CG1664
K05410	dme:Dmel_CG2615
K14213	dme:Dmel_CG5663
K14079	dme:Dmel_CG15737
K08963	dme:Dmel_CG11334
K15498	dme:Dmel_CG12217
K14387	dme:Dmel_CG7708
K06839	dme:Dmel_CG43758
K04505	dme:Dmel_CG18803
K14232	dme:Dmel_CR34088
K14320	dme:Dmel_CG16892
K13356	dme:Dmel_CG1443
K14354	dme:Dmel_CG31634
K14404	dme:Dmel_CG3642
K14312	dme:Dmel_CG4579
K14321	dme:Dmel_CG18789
K14327	dme:Dmel_CG2253
K14328	dme:Dmel_CG11184
K05655	dme:Dmel_CG1824
K01164	dme:Dmel_CG32763
K12881	dme:Dmel_CG17031
K05012	dme:Dmel_CG5284
K14303	dme:Dmel_CG4738
K14306	dme:Dmel_CG6251
K07401	dme:Dmel_CG15456
K05288	dme:Dmel_CG12263
K14222	dme:Dmel_CR34065
K14394	dme:Dmel_CG33747
K14284	dme:Dmel_CG32135
K08635	dme:Dmel_CG8358
K00816	dme:Dmel_CG6950
K14050	dme:Dmel_CG12007
K16799	dme:Dmel_CG2125
K06100	dme:Dmel_CG2097
K10640	dme:Dmel_CG13344
K06268	dme:Dmel_CG4209
K13084	dme:Dmel_CG6707
K14293	dme:Dmel_CG2637
K14388	dme:Dmel_CG32669
K03120	dme:Dmel_CG18009
K00734	dme:Dmel_CG8734
K00142	dme:Dmel_CG13401
K05607	dme:Dmel_CG8778
K13356	dme:Dmel_CG12268
K09370	dme:Dmel_CG10619
K13411	dme:Dmel_CG3131
K14285	dme:Dmel_CG12752
K14286	dme:Dmel_CG8745
K14313	dme:Dmel_CG6540
K14439	dme:Dmel_CG5899
K00993	dme:Dmel_CG7149
K07870	dme:Dmel_CG5410
K14440	dme:Dmel_CG3753
K05463	dme:Dmel_CG1862
K01372	dme:Dmel_CG13423
K14445	dme:Dmel_CG33933
K14445	dme:Dmel_CG3979
K06237	dme:Dmel_CG16858
K14819	dme:Dmel_CG14211
K15013	dme:Dmel_CG4501
K14437	dme:Dmel_CG3696
K00280	dme:Dmel_CG4402
K11351	dme:Dmel_CG6008
K01173	dme:Dmel_CG32463
K14455	dme:Dmel_CG4233
K03372	dme:Dmel_CG9706
K14774	dme:Dmel_CG3735
K09536	dme:Dmel_CG40178
K11353	dme:Dmel_CG3446
K14454	dme:Dmel_CG8430
K14457	dme:Dmel_CG1946
K14713	dme:Dmel_CG10449
K14864	dme:Dmel_CG5220
K14789	dme:Dmel_CG3594
K01981	dme:Dmel_CR33357
K01981	dme:Dmel_CR33390
K01981	dme:Dmel_CR33437
K01981	dme:Dmel_CR33361
K01981	dme:Dmel_CR33369
K01981	dme:Dmel_CR33442
K01981	dme:Dmel_CR33402
K01981	dme:Dmel_CR33434
K01981	dme:Dmel_CR33435
K01981	dme:Dmel_CR33399
K01981	dme:Dmel_CR33430
K01981	dme:Dmel_CR33451
K01981	dme:Dmel_CR33355
K01981	dme:Dmel_CR33425
K01981	dme:Dmel_CR33415
K01981	dme:Dmel_CR33449
K01981	dme:Dmel_CR33438
K01981	dme:Dmel_CR33417
K01981	dme:Dmel_CR33414
K01981	dme:Dmel_CR33397
K01981	dme:Dmel_CR33395
K01981	dme:Dmel_CR33436
K01981	dme:Dmel_CR33433
K01981	dme:Dmel_CR33389
K01981	dme:Dmel_CR33386
K01981	dme:Dmel_CR33380
K14402	dme:Dmel_CG1957
K14168	dme:Dmel_CG8078
K14428	dme:Dmel_CG12773
K14429	dme:Dmel_CG10413
K10951	dme:Dmel_CG31547
K14400	dme:Dmel_CG10228
K08745	dme:Dmel_CG3394
K14163	dme:Dmel_CG5394
K14709	dme:Dmel_CG9428
K14401	dme:Dmel_CG10110
K14403	dme:Dmel_CG7698
K14300	dme:Dmel_CG6958
K13126	dme:Dmel_CG5119
K14397	dme:Dmel_CG3689
K14406	dme:Dmel_CG2261
K14753	dme:Dmel_CG7111
K13248	dme:Dmel_CG12237
K13114	dme:Dmel_CG8383
K14325	dme:Dmel_CG34334
K00547	dme:Dmel_CG10621
K14809	dme:Dmel_CG9630
K11363	dme:Dmel_CG13379
K14459	dme:Dmel_CG7985
K10994	dme:Dmel_CG3945
K14291	dme:Dmel_CG8069
K01672	dme:Dmel_CG18673
K14549	dme:Dmel_CG3071
K14947	dme:Dmel_CG8205
K14294	dme:Dmel_CG30176
K08507	dme:Dmel_CG14181
K14169	dme:Dmel_CG10189
K14442	dme:Dmel_CG9323
K14305	dme:Dmel_CG7671
K14443	dme:Dmel_CG9214
K04571	dme:Dmel_CG9035
K04559	dme:Dmel_CG10971
K06692	dme:Dmel_CG12096
K14938	dme:Dmel_CG40050
K15029	dme:Dmel_CG5642
K14571	dme:Dmel_CG8571
K14590	dme:Dmel_CG5032
K17784	dme:Dmel_CG13564
K17784	dme:Dmel_CG41128
K09539	dme:Dmel_CG32727
K04078	dme:Dmel_CG9920
K17808	dme:Dmel_CG8206
K03593	dme:Dmel_CG3262
K06030	dme:Dmel_CG4568
K09510	dme:Dmel_CG2887
K09518	dme:Dmel_CG30156
K09524	dme:Dmel_CG42567
K08054	dme:Dmel_CG1924
K03671	dme:Dmel_CG13473
K03671	dme:Dmel_CG3315
K03671	dme:Dmel_CG4193
K19907	dme:Dmel_CG2381
K07377	dme:Dmel_CG7050
K07378	dme:Dmel_CG34127
K07914	dme:Dmel_CG34410
K04392	dme:Dmel_CG9366
K15294	dme:Dmel_CG32490
K20029	dme:Dmel_CG6627
K06027	dme:Dmel_CG31495
K01672	dme:Dmel_CG10899
K14525	dme:Dmel_CG9422
K15043	dme:Dmel_CG4799
K14553	dme:Dmel_CG7989
K14554	dme:Dmel_CG9799
K14573	dme:Dmel_CG4806
K15005	dme:Dmel_CG6081
K15006	dme:Dmel_CG18559
K15015	dme:Dmel_CG8394
K10724	dme:Dmel_CG9504
K14960	dme:Dmel_CG17446
K14842	dme:Dmel_CG5277
K14838	dme:Dmel_CG6937
K14841	dme:Dmel_CG7845
K14856	dme:Dmel_CG8070
K14851	dme:Dmel_CG32418
K14869	dme:Dmel_CR32901
K14830	dme:Dmel_CG12608
K14834	dme:Dmel_CG1234
K14962	dme:Dmel_CG17293
K14799	dme:Dmel_CG7338
K14797	dme:Dmel_CG1430
K14829	dme:Dmel_CG14805
K15119	dme:Dmel_CG14209
K15119	dme:Dmel_CG2616
K15119	dme:Dmel_CG14208
K15109	dme:Dmel_CG3476
K15107	dme:Dmel_CG18347
K15104	dme:Dmel_CG1907
K15110	dme:Dmel_CG9582
K15113	dme:Dmel_CG4963
K14684	dme:Dmel_CG32103
K15101	dme:Dmel_CG1628
K15111	dme:Dmel_CG4743
K09307	dme:Dmel_CG10325
K09303	dme:Dmel_CG1048
K15085	dme:Dmel_CG4241
K15076	dme:Dmel_CG6755
K15127	dme:Dmel_CG9638
K12563	dme:Dmel_CG14808
K15122	dme:Dmel_CG33181
K06580	dme:Dmel_CG7499
K03454	dme:Dmel_CG8931
K03454	dme:Dmel_CG5755
K14209	dme:Dmel_CG8785
K14209	dme:Dmel_CG32081
K14616	dme:Dmel_CG32702
K14640	dme:Dmel_CG42575
K01922	dme:Dmel_CG5629
K14325	dme:Dmel_CG16788
K14292	dme:Dmel_CG44890
K14296	dme:Dmel_CG4453
K14302	dme:Dmel_CG11875
K14324	dme:Dmel_CG6046
K14999	dme:Dmel_CG3567
K14411	dme:Dmel_CG10377
K14165	dme:Dmel_CG10371
K05019	dme:Dmel_CG4924
K14165	dme:Dmel_CG13197
K14206	dme:Dmel_CG2930
K00273	dme:Dmel_CG11236
K03635	dme:Dmel_CG10238
K08597	dme:Dmel_CG8493
K14227	dme:Dmel_CR34060
K14258	dme:Dmel_CG30035
K14258	dme:Dmel_CG8234
K14283	dme:Dmel_CG9765
K06233	dme:Dmel_CG42611
K13349	dme:Dmel_CG2022
K14234	dme:Dmel_CR34087
K20018	dme:Dmel_CG4345
K20019	dme:Dmel_CG13701
K10951	dme:Dmel_CG4357
K10766	dme:Dmel_CG4036
K08653	dme:Dmel_CG7169
K14445	dme:Dmel_CG33934
K05011	dme:Dmel_CG31116
K14319	dme:Dmel_CG9999
K02311	dme:Dmel_CG9414
K13216	dme:Dmel_CG8980
K06133	dme:Dmel_CG32099
K08773	dme:Dmel_CG11622
K14311	dme:Dmel_CG8771
K14318	dme:Dmel_CG6819
K14299	dme:Dmel_CG8722
K14309	dme:Dmel_CG7262
K14221	dme:Dmel_CR34071
K05662	dme:Dmel_CG7955
K04255	dme:Dmel_CG5638
K04422	dme:Dmel_CG8789
K14794	dme:Dmel_CG2691
K14793	dme:Dmel_CG33505
K14805	dme:Dmel_CG9143
K14808	dme:Dmel_CG32344
K14939	dme:Dmel_CG41624
K14946	dme:Dmel_CG32062
K14944	dme:Dmel_CG42670
K14945	dme:Dmel_CG10293
K14803	dme:Dmel_CG12169
K14795	dme:Dmel_CG8461
K15007	dme:Dmel_CG9716
K14942	dme:Dmel_CG4816
K14719	dme:Dmel_CG7816
K14785	dme:Dmel_CG32708
K14786	dme:Dmel_CG5645
K14787	dme:Dmel_CG3335
K14860	dme:Dmel_CG15027
K14792	dme:Dmel_CG5728
K14453	dme:Dmel_CG5485
K12040	dme:Dmel_CG9256
K14848	dme:Dmel_CG12792
K14970	dme:Dmel_CG13778
K14869	dme:Dmel_CR32893
K14869	dme:Dmel_CR32896
K14775	dme:Dmel_CG13096
K14773	dme:Dmel_CG17652
K14779	dme:Dmel_CG5589
K14791	dme:Dmel_CG6751
K14859	dme:Dmel_CG5786
K14852	dme:Dmel_CG32409
K14971	dme:Dmel_CG11873
K14972	dme:Dmel_CG32133
K14561	dme:Dmel_CG11920
K14846	dme:Dmel_CG6712
K14849	dme:Dmel_CG12396
K14965	dme:Dmel_CG11591
K14966	dme:Dmel_CG1710
K08064	dme:Dmel_CG3891
K13129	dme:Dmel_CG16725
K03115	dme:Dmel_CG33239
K03115	dme:Dmel_CG33241
K03115	dme:Dmel_CG33236
K03115	dme:Dmel_CG33237
K03115	dme:Dmel_CG33240
K03115	dme:Dmel_CG33244
K03115	dme:Dmel_CG33245
K03115	dme:Dmel_CG33247
K03115	dme:Dmel_CG32616
K03115	dme:Dmel_CG33243
K03115	dme:Dmel_CG33238
K03115	dme:Dmel_CG33246
K03115	dme:Dmel_CG42398
K14965	dme:Dmel_CG6444
K23028	dme:Dmel_CG13366
K14539	dme:Dmel_CG14788
K14613	dme:Dmel_CG30345
K14569	dme:Dmel_CG7728
K06943	dme:Dmel_CG8801
K14570	dme:Dmel_CG12877
K14536	dme:Dmel_CG33158
K14610	dme:Dmel_CG6574
K14567	dme:Dmel_CG12301
K14568	dme:Dmel_CG3527
K14559	dme:Dmel_CG13097
K14566	dme:Dmel_CG4539
K14724	dme:Dmel_CG12178
K14575	dme:Dmel_CG5776
K14832	dme:Dmel_CG7839
K14821	dme:Dmel_CG3224
K13201	dme:Dmel_CG34354
K14527	dme:Dmel_CG33931
K14711	dme:Dmel_CG10006
K14715	dme:Dmel_CG2177
K14790	dme:Dmel_CG11123
K14782	dme:Dmel_CG11188
K14772	dme:Dmel_CG4554
K14636	dme:Dmel_CG32848
K13201	dme:Dmel_CG5422
K14771	dme:Dmel_CG2875
K14689	dme:Dmel_CG3994
K01514	dme:Dmel_CG3461
K14869	dme:Dmel_CR34683
K14950	dme:Dmel_CG6230
K14556	dme:Dmel_CG8064
K14557	dme:Dmel_CG7246
K14717	dme:Dmel_CG13189
K14721	dme:Dmel_CG10582
K14788	dme:Dmel_CG7516
K14801	dme:Dmel_CG5333
K15685	dme:Dmel_CG10263
K14563	dme:Dmel_CG9888
K12041	dme:Dmel_CG11328
K15074	dme:Dmel_CG10465
K00444	dme:Dmel_CG6407
K14558	dme:Dmel_CG12325
K14610	dme:Dmel_CG14694
K14798	dme:Dmel_CG7686
K03115	dme:Dmel_CG40635
K08960	dme:Dmel_CG2048
K15003	dme:Dmel_CG3616
K15003	dme:Dmel_CG17577
K15003	dme:Dmel_CG11466
K15003	dme:Dmel_CG4486
K15003	dme:Dmel_CG4485
K15004	dme:Dmel_CG11821
K15004	dme:Dmel_CG30489
K15004	dme:Dmel_CG33503
K15004	dme:Dmel_CG6042
K15006	dme:Dmel_CG9964
K15007	dme:Dmel_CG10094
K15007	dme:Dmel_CG10093
K15007	dme:Dmel_CG3360
K15007	dme:Dmel_CG15807
K14800	dme:Dmel_CG14543
K15078	dme:Dmel_CG18271
K15053	dme:Dmel_CG5498
K14463	dme:Dmel_CG9342
K14716	dme:Dmel_CG6817
K15075	dme:Dmel_CG12005
K14560	dme:Dmel_CG4866
K14564	dme:Dmel_CG13849
K16172	dme:Dmel_CG5686
K14769	dme:Dmel_CG1789
K14209	dme:Dmel_CG7888
K14209	dme:Dmel_CG3424
K14209	dme:Dmel_CG1139
K14209	dme:Dmel_CG16700
K14209	dme:Dmel_CG4991
K14209	dme:Dmel_CG32079
K14649	dme:Dmel_CG7128
K03130	dme:Dmel_CG4448
K14662	dme:Dmel_CG5473
K14765	dme:Dmel_CG11030
K14768	dme:Dmel_CG2260
K14776	dme:Dmel_CG5800
K14801	dme:Dmel_CG3260
K14961	dme:Dmel_CG5585
K14696	dme:Dmel_CG8632
K14563	dme:Dmel_CG10909
K14767	dme:Dmel_CG4202
K14521	dme:Dmel_CG1994
K14550	dme:Dmel_CG10805
K15115	dme:Dmel_CG8026
K15117	dme:Dmel_CG8323
K15117	dme:Dmel_CG18327
K14552	dme:Dmel_CG12050
K14555	dme:Dmel_CG1671
K14999	dme:Dmel_CG8453
K14548	dme:Dmel_CG5018
K14565	dme:Dmel_CG10206
K14802	dme:Dmel_CG42321
K14648	dme:Dmel_CG2145
K02437	dme:Dmel_CG7758
K19384	dme:Dmel_CG15642
K16745	dme:Dmel_CG42730
K09233	dme:Dmel_CG3850
K14708	dme:Dmel_CG9702
K12592	dme:Dmel_CG8928
K14709	dme:Dmel_CG9430
K14807	dme:Dmel_CG9680
K02449	dme:Dmel_CG1362
K15153	dme:Dmel_CG1057
K14546	dme:Dmel_CG30349
K14676	dme:Dmel_CG2212
K14677	dme:Dmel_CG6465
K14766	dme:Dmel_CG5824
K14763	dme:Dmel_CG10341
K14778	dme:Dmel_CG12759
K15025	dme:Dmel_CG31957
K15131	dme:Dmel_CG6884
K03323	dme:Dmel_CG11010
K15030	dme:Dmel_CG8309
K15148	dme:Dmel_CG31390
K15152	dme:Dmel_CG17397
K15178	dme:Dmel_CG10955
K03145	dme:Dmel_CG8117
K15448	dme:Dmel_CG12975
K15378	dme:Dmel_CG4484
K08220	dme:Dmel_CG1358
K15382	dme:Dmel_CG8717
K23040	dme:Dmel_CG10584
K15223	dme:Dmel_CG1240
K15190	dme:Dmel_CG8276
K00774	dme:Dmel_CG15925
K15177	dme:Dmel_CG1433
K14570	dme:Dmel_CG8368
K09407	dme:Dmel_CG4029
K10882	dme:Dmel_CG12936
K15292	dme:Dmel_CG15811
K15293	dme:Dmel_CG2999
K23049	dme:Dmel_CG15532
K15433	dme:Dmel_CG31249
K15442	dme:Dmel_CG10927
K15443	dme:Dmel_CG15897
K15439	dme:Dmel_CG30185
K15440	dme:Dmel_CG16889
K13293	dme:Dmel_CG32498
K23041	dme:Dmel_CG8567
K15213	dme:Dmel_CG6241
K15135	dme:Dmel_CG14802
K15335	dme:Dmel_CG6133
K04615	dme:Dmel_CG3022
K08660	dme:Dmel_CG17337
K05181	dme:Dmel_CG17336
K15423	dme:Dmel_CG32505
K15338	dme:Dmel_CG10670
K15182	dme:Dmel_CG5994
K15194	dme:Dmel_CG8817
K15266	dme:Dmel_CG42631
K15263	dme:Dmel_CG12909
K15264	dme:Dmel_CG42358
K15361	dme:Dmel_CG9062
K15176	dme:Dmel_CG9899
K15177	dme:Dmel_CG10887
K15164	dme:Dmel_CG9936
K15456	dme:Dmel_CG3587
K15307	dme:Dmel_CG17002
K15340	dme:Dmel_CG10018
K04077	dme:Dmel_CG7235
K15176	dme:Dmel_CG2469
K08823	dme:Dmel_CG42320
K16673	dme:Dmel_CG13139
K15732	dme:Dmel_CG12252
K11478	dme:Dmel_CG3654
K15149	dme:Dmel_CG42517
K15167	dme:Dmel_CG7999
K15171	dme:Dmel_CG12372
K14815	dme:Dmel_CG1381
K14996	dme:Dmel_CG30394
K14823	dme:Dmel_CG1542
K14999	dme:Dmel_CG10241
K14999	dme:Dmel_CG10242
K14999	dme:Dmel_CG10243
K14999	dme:Dmel_CG10245
K14999	dme:Dmel_CG10246
K14999	dme:Dmel_CG10247
K14999	dme:Dmel_CG10248
K14999	dme:Dmel_CG12800
K14999	dme:Dmel_CG13977
K14999	dme:Dmel_CG1644
K14999	dme:Dmel_CG1829
K14999	dme:Dmel_CG2397
K14999	dme:Dmel_CG3050
K14999	dme:Dmel_CG4373
K14999	dme:Dmel_CG8345
K14999	dme:Dmel_CG8457
K14999	dme:Dmel_CG8687
K14999	dme:Dmel_CG9438
K15004	dme:Dmel_CG14680
K15004	dme:Dmel_CG15077
K15004	dme:Dmel_CG4120
K14999	dme:Dmel_CG10240
K15005	dme:Dmel_CG1895
K15007	dme:Dmel_CG6802
K15014	dme:Dmel_CG31911
K11364	dme:Dmel_CG30390
K14861	dme:Dmel_CG12499
K14847	dme:Dmel_CG7993
K14806	dme:Dmel_CG8611
K14997	dme:Dmel_CG13743
K15001	dme:Dmel_CG3466
K15109	dme:Dmel_CG4995
K14607	dme:Dmel_CG6725
K14837	dme:Dmel_CG12288
K14845	dme:Dmel_CG9125
K14857	dme:Dmel_CG8939
K14855	dme:Dmel_CG2863
K14810	dme:Dmel_CG1666
K14985	dme:Dmel_CG6816
K15109	dme:Dmel_CG3057
K15110	dme:Dmel_CG5254
K15116	dme:Dmel_CG18317
K15121	dme:Dmel_CG5805
K14572	dme:Dmel_CG13185
K15001	dme:Dmel_CG1438
K15001	dme:Dmel_CG14031
K15001	dme:Dmel_CG17970
K15001	dme:Dmel_CG10842
K15001	dme:Dmel_CG10843
K15001	dme:Dmel_CG1944
K14835	dme:Dmel_CG8545
K05287	dme:Dmel_CG9376
K14574	dme:Dmel_CG8549
K14850	dme:Dmel_CG7137
K14943	dme:Dmel_CG33197
K14998	dme:Dmel_CG9943
K15001	dme:Dmel_CG8302
K15001	dme:Dmel_CG2060
K15001	dme:Dmel_CG4105
K15001	dme:Dmel_CG2110
K15001	dme:Dmel_CG2062
K15001	dme:Dmel_CG3656
K15001	dme:Dmel_CG4321
K15001	dme:Dmel_CG6730
K15001	dme:Dmel_CG10755
K15001	dme:Dmel_CG3540
K15001	dme:Dmel_CG16761
K15001	dme:Dmel_CG9081
K15001	dme:Dmel_CG11715
K15001	dme:Dmel_CG3972
K15009	dme:Dmel_CG30483
K15010	dme:Dmel_CG11324
K09068	dme:Dmel_CG2655
K08865	dme:Dmel_CG8173
K14529	dme:Dmel_CG34317
K14777	dme:Dmel_CG9253
K14939	dme:Dmel_CG10594
K14709	dme:Dmel_CG4334
K15112	dme:Dmel_CG6492
K14708	dme:Dmel_CG7005
K15102	dme:Dmel_CG9090
K15106	dme:Dmel_CG7314
K15108	dme:Dmel_CG6608
K02427	dme:Dmel_CG7009
K14708	dme:Dmel_CG7912
K14708	dme:Dmel_CG6928
K14709	dme:Dmel_CG6898
K15100	dme:Dmel_CG6782
K13577	dme:Dmel_CG11196
K13577	dme:Dmel_CG18363
K13577	dme:Dmel_CG4323
K15105	dme:Dmel_CG2139
K14544	dme:Dmel_CG12785
K14537	dme:Dmel_CG6501
K14538	dme:Dmel_CG3983
K14708	dme:Dmel_CG5002
K15102	dme:Dmel_CG4994
K08958	dme:Dmel_CG6963
K14284	dme:Dmel_CG31501
K14529	dme:Dmel_CG15526
K14620	dme:Dmel_CG11576
K14613	dme:Dmel_CG30344
K14843	dme:Dmel_CG4364
K17080	dme:Dmel_CG10691
K14589	dme:Dmel_CG6379
K18529	dme:Dmel_CG2899
K14833	dme:Dmel_CG9246
K14844	dme:Dmel_CG1685
K14840	dme:Dmel_CG1785
K04372	dme:Dmel_CG17342
K08955	dme:Dmel_CG3499
K07213	dme:Dmel_CG32446
K14764	dme:Dmel_CG10055
K14708	dme:Dmel_CG9717
K14689	dme:Dmel_CG31860
K14464	dme:Dmel_CG40305
K14686	dme:Dmel_CG3977
K14692	dme:Dmel_CG6672
K14888	dme:Dmel_CR34680
K15028	dme:Dmel_CG10306
K15040	dme:Dmel_CG17137
K16353	dme:Dmel_CG5227
K14827	dme:Dmel_CG1575
K14820	dme:Dmel_CG11583
K14831	dme:Dmel_CG10648
K14826	dme:Dmel_CG6226
K14863	dme:Dmel_CG6724
K15040	dme:Dmel_CG6647
K14816	dme:Dmel_CG6769
K14824	dme:Dmel_CG5033
K15026	dme:Dmel_CG7414
K15014	dme:Dmel_CG11907
K15198	dme:Dmel_CG9305
K15601	dme:Dmel_CG8165
K15179	dme:Dmel_CG5874
K15180	dme:Dmel_CG32721
K15199	dme:Dmel_CG7099
K15200	dme:Dmel_CG42588
K15201	dme:Dmel_CG8950
K15620	dme:Dmel_CG7085
K15621	dme:Dmel_CG32381
K15410	dme:Dmel_CG4912
K15425	dme:Dmel_CG2890
K15429	dme:Dmel_CG32281
K15614	dme:Dmel_CG11121
K15682	dme:Dmel_CG1783
K15687	dme:Dmel_CG5347
K15687	dme:Dmel_CG7184
K05336	dme:Dmel_CG13796
K05336	dme:Dmel_CG8291
K15637	dme:Dmel_CG15874
K15169	dme:Dmel_CG1793
K15175	dme:Dmel_CG6220
K15190	dme:Dmel_CG1239
K15172	dme:Dmel_CG7626
K06091	dme:Dmel_CG32717
K15464	dme:Dmel_CG5059
K15436	dme:Dmel_CG2848
K15438	dme:Dmel_CG12304
K15441	dme:Dmel_CG5292
K15445	dme:Dmel_CG14618
K15447	dme:Dmel_CG9386
K05175	dme:Dmel_CG8916
K15407	dme:Dmel_CG3434
K15430	dme:Dmel_CG1074
K15139	dme:Dmel_CG3034
K15144	dme:Dmel_CG7162
K15181	dme:Dmel_CG9984
K15437	dme:Dmel_CG8235
K15377	dme:Dmel_CG11880
K15593	dme:Dmel_CG6892
K15791	dme:Dmel_CG1544
K15168	dme:Dmel_CG12254
K15304	dme:Dmel_CG10225
K15559	dme:Dmel_CG9018
K15728	dme:Dmel_CG8709
K15789	dme:Dmel_CG5955
K12460	dme:Dmel_CG42672
K15734	dme:Dmel_CG9265
K15734	dme:Dmel_CG15629
K05309	dme:Dmel_CG4086
K15421	dme:Dmel_CG7420
K15455	dme:Dmel_CG14701
K10706	dme:Dmel_CG7504
K15326	dme:Dmel_CG5626
K15193	dme:Dmel_CG5815
K10523	dme:Dmel_CG12537
K11323	dme:Dmel_CG5383
K15208	dme:Dmel_CG9597
K15210	dme:Dmel_CG42515
K15202	dme:Dmel_CG10563
K15688	dme:Dmel_CG1134
K15691	dme:Dmel_CG13025
K15759	dme:Dmel_CG15743
K00799	dme:Dmel_CG6662
K15137	dme:Dmel_CG5546
K15141	dme:Dmel_CG5121
K15142	dme:Dmel_CG13201
K15157	dme:Dmel_CG4184
K15159	dme:Dmel_CG5465
K15162	dme:Dmel_CG8491
K15196	dme:Dmel_CG31256
K15151	dme:Dmel_CG5057
K15161	dme:Dmel_CG7281
K15187	dme:Dmel_CG4913
K15186	dme:Dmel_CG11166
K15191	dme:Dmel_CG42569
K15156	dme:Dmel_CG12031
K15175	dme:Dmel_CG11990
K15183	dme:Dmel_CG32217
K01855	dme:Dmel_CG3045
K15255	dme:Dmel_CG3238
K15170	dme:Dmel_CG1245
K15637	dme:Dmel_CG14816
K06176	dme:Dmel_CG6745
K05038	dme:Dmel_CG15088
K05038	dme:Dmel_CG1698
K05038	dme:Dmel_CG15279
K05038	dme:Dmel_CG3252
K05038	dme:Dmel_CG4476
K05038	dme:Dmel_CG5549
K05038	dme:Dmel_CG7075
K05038	dme:Dmel_CG8850
K15731	dme:Dmel_CG5830
K15730	dme:Dmel_CG16817
K01800	dme:Dmel_CG9362
K10740	dme:Dmel_CG15220
K00714	dme:Dmel_CG8458
K05336	dme:Dmel_CG13793
K05336	dme:Dmel_CG13795
K05336	dme:Dmel_CG33296
K05336	dme:Dmel_CG13794
K05336	dme:Dmel_CG31904
K18932	dme:Dmel_CG5880
K17696	dme:Dmel_CG1007
K15289	dme:Dmel_CG8195
K15616	dme:Dmel_CG9554
K15288	dme:Dmel_CG42322
K15544	dme:Dmel_CG14216
K15607	dme:Dmel_CG7937
K15603	dme:Dmel_CG5102
K00049	dme:Dmel_CG1236
K01409	dme:Dmel_CG4933
K15128	dme:Dmel_CG9473
K15129	dme:Dmel_CG13867
K15133	dme:Dmel_CG7957
K16197	dme:Dmel_CG17870
K15174	dme:Dmel_CG2503
K15275	dme:Dmel_CG5802
K10624	dme:Dmel_CG3231
K15446	dme:Dmel_CG18048
K07583	dme:Dmel_CG3709
K15501	dme:Dmel_CG10289
K15276	dme:Dmel_CG7623
K15277	dme:Dmel_CG7853
K01379	dme:Dmel_CG5863
K01379	dme:Dmel_CG6508
K01379	dme:Dmel_CG10104
K16794	dme:Dmel_CG8440
K15139	dme:Dmel_CG32971
K15143	dme:Dmel_CG17183
K15146	dme:Dmel_CG8609
K15166	dme:Dmel_CG3695
K15608	dme:Dmel_CG11049
K15272	dme:Dmel_CG2675
K01800	dme:Dmel_CG9363
K01166	dme:Dmel_CG8194
K15409	dme:Dmel_CG8174
K18437	dme:Dmel_CG45019
K04715	dme:Dmel_CG16708
K07305	dme:Dmel_CG6584
