	dme	ncbi	ko	pathway	pathname
397	Dmel_CG10158	NP_001260171			
398	Dmel_CG10159	NP_001246328			
399	Dmel_CG10160	NP_001261474	K00016	map00010	Glycolysis / Gluconeogenesis
400	Dmel_CG10160	NP_001261474	K00016	map00270	Cysteine and methionine metabolism
401	Dmel_CG10160	NP_001261474	K00016	map00620	Pyruvate metabolism
402	Dmel_CG10160	NP_001261474	K00016	map00640	Propanoate metabolism
403	Dmel_CG10160	NP_001261474	K00016	map01100	
404	Dmel_CG10160	NP_001261474	K00016	map01110	Biosynthesis of secondary metabolites
405	Dmel_CG10160	NP_001261474	K00016	map01120	Microbial metabolism in diverse environments
406	Dmel_CG10160	NP_001261474	K00016	map04066	HIF-1 signaling pathway
407	Dmel_CG10160	NP_001261474	K00016	map04922	Glucagon signaling pathway
408	Dmel_CG10160	NP_001261474	K00016	map05230	Central carbon metabolism in cancer
409	Dmel_CG10161	NP_524463	K03251		
410	Dmel_CG10163	NP_648042			
411	Dmel_CG10164	NP_001163701			
412	Dmel_CG10165	NP_001188850	K08371		
413	Dmel_CG10166	NP_609980	K00721	map00510	N-Glycan biosynthesis
414	Dmel_CG10166	NP_609980	K00721	map01100	
415	Dmel_CG10168	NP_651154			
416	Dmel_CG1017	NP_647679	K13110		
417	Dmel_CG10170	NP_651152			
418	Dmel_CG10171	NP_648639			
419	Dmel_CG10173	NP_729159	K22204		
420	Dmel_CG10174	NP_609878			
421	Dmel_CG10175	NP_001287486			
422	Dmel_CG10176	NP_001260538			
423	Dmel_CG10177	NP_651150			
424	Dmel_CG10178	NP_001246079	K00699	map00040	Pentose and glucuronate interconversions
425	Dmel_CG10178	NP_001246079	K00699	map00053	Ascorbate and aldarate metabolism
426	Dmel_CG10178	NP_001246079	K00699	map00140	Steroid hormone biosynthesis
427	Dmel_CG10178	NP_001246079	K00699	map00830	Retinol metabolism
428	Dmel_CG10178	NP_001246079	K00699	map00860	Porphyrin metabolism
429	Dmel_CG10178	NP_001246079	K00699	map00980	Metabolism of xenobiotics by cytochrome P450
430	Dmel_CG10178	NP_001246079	K00699	map00982	Drug metabolism - cytochrome P450
431	Dmel_CG10178	NP_001246079	K00699	map00983	Drug metabolism - other enzymes
432	Dmel_CG10178	NP_001246079	K00699	map01100	
433	Dmel_CG10178	NP_001246079	K00699	map01110	Biosynthesis of secondary metabolites
434	Dmel_CG10178	NP_001246079	K00699	map01240	Biosynthesis of cofactors
435	Dmel_CG10178	NP_001246079	K00699	map04976	Bile secretion
436	Dmel_CG10178	NP_001246079	K00699	map05204	Chemical carcinogenesis - DNA adducts
437	Dmel_CG10178	NP_001246079	K00699	map05207	Chemical carcinogenesis - receptor activation
438	Dmel_CG10181	NP_476831	K05658	map02010	ABC transporters
439	Dmel_CG10181	NP_476831	K05658	map04976	Bile secretion
440	Dmel_CG10181	NP_476831	K05658	map05206	MicroRNAs in cancer
441	Dmel_CG10181	NP_476831	K05658	map05226	Gastric cancer
442	Dmel_CG10182	NP_651158			
443	Dmel_CG10183	NP_651160			
444	Dmel_CG10184	NP_651161	K01620	map00260	Glycine, serine and threonine metabolism
445	Dmel_CG10184	NP_651161	K01620	map01100	
446	Dmel_CG10184	NP_651161	K01620	map01110	Biosynthesis of secondary metabolites
447	Dmel_CG10184	NP_651161	K01620	map01120	Microbial metabolism in diverse environments
448	Dmel_CG10184	NP_651161	K01620	map01230	Biosynthesis of amino acids
449	Dmel_CG10185	NP_650521	K24734		
450	Dmel_CG10186	NP_001137840			
451	Dmel_CG10188	NP_001260588	K21066	map04530	Tight junction
452	Dmel_CG10189	NP_001260585	K14169	map04122	Sulfur relay system
453	Dmel_CG1019	NP_001303418	K09377	map04820	Cytoskeleton in muscle cells
454	Dmel_CG10191	NP_648640	K16482		
455	Dmel_CG10192	NP_001287489			
456	Dmel_CG10194	NP_609973	K13355	map04146	Peroxisome
457	Dmel_CG10195	NP_001260583	K13355	map04146	Peroxisome
458	Dmel_CG10197	NP_725419	K09103		
459	Dmel_CG10198	NP_001262885	K14297	map03013	Nucleocytoplasmic transport
460	Dmel_CG10198	NP_001262885	K14297	map05014	Amyotrophic lateral sclerosis
461	Dmel_CG10198	NP_001262885	K14297	map05164	Influenza A
462	Dmel_CG10200	NP_610991			
463	Dmel_CG10202	NP_610992	K15779	map00010	Glycolysis / Gluconeogenesis
464	Dmel_CG10202	NP_610992	K15779	map00030	Pentose phosphate pathway
465	Dmel_CG10202	NP_610992	K15779	map00052	Galactose metabolism
466	Dmel_CG10202	NP_610992	K15779	map00230	Purine metabolism
467	Dmel_CG10202	NP_610992	K15779	map00500	Starch and sucrose metabolism
468	Dmel_CG10202	NP_610992	K15779	map00520	Amino sugar and nucleotide sugar metabolism
469	Dmel_CG10202	NP_610992	K15779	map01100	
470	Dmel_CG10202	NP_610992	K15779	map01110	Biosynthesis of secondary metabolites
471	Dmel_CG10202	NP_610992	K15779	map01120	Microbial metabolism in diverse environments
472	Dmel_CG10202	NP_610992	K15779	map01250	Biosynthesis of nucleotide sugars
473	Dmel_CG10203	NP_723226	K12896	map03040	Spliceosome
474	Dmel_CG10203	NP_723226	K12896	map05014	Amyotrophic lateral sclerosis
475	Dmel_CG10203	NP_723226	K12896	map05168	Herpes simplex virus 1 infection
476	Dmel_CG10205	NP_610993			
477	Dmel_CG10206	NP_477412	K14565	map03008	Ribosome biogenesis in eukaryotes
478	Dmel_CG10207	NP_001260981			
479	Dmel_CG10208	NP_651186			
480	Dmel_CG10209	NP_001260982			
481	Dmel_CG1021	NP_001138015			
482	Dmel_CG10210	NP_001262884	K12599	map03018	RNA degradation
483	Dmel_CG10211	NP_001286043	K19511		
484	Dmel_CG10212	NP_610995	K06674	map04111	Cell cycle - yeast
485	Dmel_CG10214	NP_651184	K13288	map03008	Ribosome biogenesis in eukaryotes
486	Dmel_CG10215	NP_477468	K10849	map01524	Platinum drug resistance
487	Dmel_CG10215	NP_477468	K10849	map03420	Nucleotide excision repair
488	Dmel_CG10215	NP_477468	K10849	map03460	Fanconi anemia pathway
489	Dmel_CG10217	NP_651182			
490	Dmel_CG10219	NP_651181	K00237	map00020	Citrate cycle (TCA cycle)
491	Dmel_CG10219	NP_651181	K00237	map00190	Oxidative phosphorylation
492	Dmel_CG10219	NP_651181	K00237	map01100	
493	Dmel_CG10219	NP_651181	K00237	map01110	Biosynthesis of secondary metabolites
494	Dmel_CG10219	NP_651181	K00237	map01120	Microbial metabolism in diverse environments
495	Dmel_CG10219	NP_651181	K00237	map01200	Carbon metabolism
496	Dmel_CG10219	NP_651181	K00237	map04714	Thermogenesis
497	Dmel_CG10219	NP_651181	K00237	map04932	Non-alcoholic fatty liver disease
498	Dmel_CG10219	NP_651181	K00237	map05010	Alzheimer disease
499	Dmel_CG10219	NP_651181	K00237	map05012	Parkinson disease
500	Dmel_CG10219	NP_651181	K00237	map05014	Amyotrophic lateral sclerosis
501	Dmel_CG10219	NP_651181	K00237	map05016	Huntington disease
502	Dmel_CG10219	NP_651181	K00237	map05020	Prion disease
503	Dmel_CG10219	NP_651181	K00237	map05022	Pathways of neurodegeneration - multiple diseases
504	Dmel_CG10219	NP_651181	K00237	map05208	Chemical carcinogenesis - reactive oxygen species
505	Dmel_CG10219	NP_651181	K00237	map05415	Diabetic cardiomyopathy
506	Dmel_CG10221	NP_001262882	K14026	map04141	Protein processing in endoplasmic reticulum
507	Dmel_CG10222	NP_001287060	K24104		
508	Dmel_CG10223	NP_001260580	K03164	map01524	Platinum drug resistance
509	Dmel_CG10225	NP_001262881	K15304	map05166	Human T-cell leukemia virus 1 infection
510	Dmel_CG10226	NP_001261473	K05658	map02010	ABC transporters
511	Dmel_CG10226	NP_001261473	K05658	map04976	Bile secretion
512	Dmel_CG10226	NP_001261473	K05658	map05206	MicroRNAs in cancer
513	Dmel_CG10226	NP_001261473	K05658	map05226	Gastric cancer
514	Dmel_CG10228	NP_001163153	K14400	map03015	mRNA surveillance pathway
515	Dmel_CG10229	NP_001262276	K07767		
516	Dmel_CG10230	NP_651177	K03039	map03050	Proteasome
517	Dmel_CG10230	NP_651177	K03039	map05010	Alzheimer disease
518	Dmel_CG10230	NP_651177	K03039	map05012	Parkinson disease
519	Dmel_CG10230	NP_651177	K03039	map05014	Amyotrophic lateral sclerosis
520	Dmel_CG10230	NP_651177	K03039	map05016	Huntington disease
521	Dmel_CG10230	NP_651177	K03039	map05017	Spinocerebellar ataxia
522	Dmel_CG10230	NP_651177	K03039	map05020	Prion disease
523	Dmel_CG10230	NP_651177	K03039	map05022	Pathways of neurodegeneration - multiple diseases
524	Dmel_CG10230	NP_651177	K03039	map05169	Epstein-Barr virus infection
525	Dmel_CG10232	NP_651175			
526	Dmel_CG10233	NP_649520	K25701		
527	Dmel_CG10234	NP_477339	K02513	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
528	Dmel_CG10236	NP_476617	K06240	map04151	PI3K-Akt signaling pathway
529	Dmel_CG10236	NP_476617	K06240	map04510	Focal adhesion
530	Dmel_CG10236	NP_476617	K06240	map04512	ECM-receptor interaction
531	Dmel_CG10236	NP_476617	K06240	map05145	Toxoplasmosis
532	Dmel_CG10236	NP_476617	K06240	map05146	Amoebiasis
533	Dmel_CG10236	NP_476617	K06240	map05165	Human papillomavirus infection
534	Dmel_CG10236	NP_476617	K06240	map05200	Pathways in cancer
535	Dmel_CG10236	NP_476617	K06240	map05222	Small cell lung cancer
536	Dmel_CG10237	NP_001246091			
537	Dmel_CG10238	NP_651340	K03635	map00790	Folate biosynthesis
538	Dmel_CG10238	NP_651340	K03635	map01100	
539	Dmel_CG10238	NP_651340	K03635	map01240	Biosynthesis of cofactors
540	Dmel_CG10238	NP_651340	K03635	map04122	Sulfur relay system
541	Dmel_CG1024	NP_001138014			
542	Dmel_CG10240	NP_001286431	K14999		
543	Dmel_CG10241	NP_001286433	K14999		
544	Dmel_CG10242	NP_611000	K14999		
545	Dmel_CG10243	NP_611001	K14999		
546	Dmel_CG10244	NP_651349	K04362	map04010	MAPK signaling pathway
547	Dmel_CG10244	NP_651349	K04362	map04014	Ras signaling pathway
548	Dmel_CG10244	NP_651349	K04362	map04015	Rap1 signaling pathway
549	Dmel_CG10244	NP_651349	K04362	map04020	Calcium signaling pathway
550	Dmel_CG10244	NP_651349	K04362	map04151	PI3K-Akt signaling pathway
551	Dmel_CG10244	NP_651349	K04362	map04520	Adherens junction
552	Dmel_CG10244	NP_651349	K04362	map04550	Signaling pathways regulating pluripotency of stem cells
553	Dmel_CG10244	NP_651349	K04362	map04714	Thermogenesis
554	Dmel_CG10244	NP_651349	K04362	map04810	Regulation of actin cytoskeleton
555	Dmel_CG10244	NP_651349	K04362	map04928	Parathyroid hormone synthesis, secretion and action
556	Dmel_CG10244	NP_651349	K04362	map05200	Pathways in cancer
557	Dmel_CG10244	NP_651349	K04362	map05205	Proteoglycans in cancer
558	Dmel_CG10244	NP_651349	K04362	map05215	Prostate cancer
559	Dmel_CG10244	NP_651349	K04362	map05218	Melanoma
560	Dmel_CG10244	NP_651349	K04362	map05224	Breast cancer
561	Dmel_CG10244	NP_651349	K04362	map05230	Central carbon metabolism in cancer
562	Dmel_CG10245	NP_611002	K14999		
563	Dmel_CG10246	NP_523748	K14999		
564	Dmel_CG10247	NP_611003	K14999		
565	Dmel_CG10248	NP_523749	K14999		
566	Dmel_CG10249	NP_001097318	K22808		
567	Dmel_CG10250	NP_476650	K18484	map04550	Signaling pathways regulating pluripotency of stem cells
568	Dmel_CG10251	NP_001097887	K08155	map04721	Synaptic vesicle cycle
569	Dmel_CG10251	NP_001097887	K08155	map04726	Serotonergic synapse
570	Dmel_CG10251	NP_001097887	K08155	map04728	Dopaminergic synapse
571	Dmel_CG10251	NP_001097887	K08155	map05012	Parkinson disease
572	Dmel_CG10251	NP_001097887	K08155	map05030	Cocaine addiction
573	Dmel_CG10251	NP_001097887	K08155	map05031	Amphetamine addiction
574	Dmel_CG10251	NP_001097887	K08155	map05034	Alcoholism
575	Dmel_CG10252	NP_651171			
576	Dmel_CG10253	NP_001188935	K00803	map00565	Ether lipid metabolism
577	Dmel_CG10253	NP_001188935	K00803	map01100	
578	Dmel_CG10253	NP_001188935	K00803	map04146	Peroxisome
579	Dmel_CG10254	NP_001262878	K10581	map04120	Ubiquitin mediated proteolysis
580	Dmel_CG10255	NP_001188938			
581	Dmel_CG10257	NP_611008			
582	Dmel_CG10260	NP_001259191	K00888	map00562	Inositol phosphate metabolism
583	Dmel_CG10260	NP_001259191	K00888	map01100	
584	Dmel_CG10260	NP_001259191	K00888	map04011	MAPK signaling pathway - yeast
585	Dmel_CG10260	NP_001259191	K00888	map04070	Phosphatidylinositol signaling system
586	Dmel_CG10262	NP_609994	K04802	map03030	DNA replication
587	Dmel_CG10262	NP_609994	K04802	map03410	Base excision repair
588	Dmel_CG10262	NP_609994	K04802	map03420	Nucleotide excision repair
589	Dmel_CG10262	NP_609994	K04802	map03430	Mismatch repair
590	Dmel_CG10262	NP_609994	K04802	map04110	Cell cycle
591	Dmel_CG10262	NP_609994	K04802	map04530	Tight junction
592	Dmel_CG10262	NP_609994	K04802	map05161	Hepatitis B
593	Dmel_CG10263	NP_001260593	K15685		
594	Dmel_CG10264	NP_650518			
595	Dmel_CG10265	NP_611012			
596	Dmel_CG10267	NP_001189188			
597	Dmel_CG10268	NP_609992	K13273	map00900	Terpenoid backbone biosynthesis
598	Dmel_CG10268	NP_609992	K13273	map01100	
599	Dmel_CG10268	NP_609992	K13273	map01110	Biosynthesis of secondary metabolites
600	Dmel_CG10268	NP_609992	K13273	map04146	Peroxisome
601	Dmel_CG10269	NP_477304			
602	Dmel_CG10270	NP_477297			
603	Dmel_CG10274	NP_001097525			
604	Dmel_CG10275	NP_001260539	K08115		
605	Dmel_CG10277	NP_001097695	K15692		
606	Dmel_CG10278	NP_001189231			
607	Dmel_CG10279	NP_524243	K12823	map03040	Spliceosome
608	Dmel_CG10279	NP_524243	K12823	map05202	Transcriptional misregulation in cancer
609	Dmel_CG10279	NP_524243	K12823	map05205	Proteoglycans in cancer
610	Dmel_CG1028	NP_996167	K09307		
611	Dmel_CG10280	NP_001246942			
612	Dmel_CG10281	NP_524246	K03138	map03022	Basal transcription factors
613	Dmel_CG10283	NP_001163006	K25949		
614	Dmel_CG10286	NP_649649	K24812		
615	Dmel_CG10287	NP_001097694			
616	Dmel_CG10289	NP_001261468	K15501		
617	Dmel_CG10293	NP_001163683	K14945		
618	Dmel_CG10295	NP_001262309	K04409	map04010	MAPK signaling pathway
619	Dmel_CG10295	NP_001262309	K04409	map04011	MAPK signaling pathway - yeast
620	Dmel_CG10295	NP_001262309	K04409	map04012	ErbB signaling pathway
621	Dmel_CG10295	NP_001262309	K04409	map04014	Ras signaling pathway
622	Dmel_CG10295	NP_001262309	K04409	map04024	cAMP signaling pathway
623	Dmel_CG10295	NP_001262309	K04409	map04062	Chemokine signaling pathway
624	Dmel_CG10295	NP_001262309	K04409	map04360	Axon guidance
625	Dmel_CG10295	NP_001262309	K04409	map04392	Hippo signaling pathway - multiple species
626	Dmel_CG10295	NP_001262309	K04409	map04510	Focal adhesion
627	Dmel_CG10295	NP_001262309	K04409	map04625	C-type lectin receptor signaling pathway
628	Dmel_CG10295	NP_001262309	K04409	map04650	Natural killer cell mediated cytotoxicity
629	Dmel_CG10295	NP_001262309	K04409	map04660	T cell receptor signaling pathway
630	Dmel_CG10295	NP_001262309	K04409	map04666	Fc gamma R-mediated phagocytosis
631	Dmel_CG10295	NP_001262309	K04409	map04810	Regulation of actin cytoskeleton
632	Dmel_CG10295	NP_001262309	K04409	map05120	Epithelial cell signaling in Helicobacter pylori infection
633	Dmel_CG10295	NP_001262309	K04409	map05130	Pathogenic Escherichia coli infection
634	Dmel_CG10295	NP_001262309	K04409	map05132	Salmonella infection
635	Dmel_CG10295	NP_001262309	K04409	map05170	Human immunodeficiency virus 1 infection
636	Dmel_CG10295	NP_001262309	K04409	map05205	Proteoglycans in cancer
637	Dmel_CG10295	NP_001262309	K04409	map05211	Renal cell carcinoma
638	Dmel_CG10296	NP_649647	K08709		
639	Dmel_CG10297	NP_477282			
640	Dmel_CG10298	NP_649643	K06910		
641	Dmel_CG1030	NP_524248	K09305		
642	Dmel_CG10300	NP_651174			
643	Dmel_CG10301	NP_651173			
644	Dmel_CG10302	NP_523596	K17964		
645	Dmel_CG10303	NP_001262305			
646	Dmel_CG10305	NP_001260537	K02976	map03010	Ribosome
647	Dmel_CG10305	NP_001260537	K02976	map05171	Coronavirus disease - COVID-19
648	Dmel_CG10306	NP_611604	K15028		
649	Dmel_CG10307	NP_001286690			
650	Dmel_CG10308	NP_523903			
651	Dmel_CG10309	NP_650534			
652	Dmel_CG1031	NP_524269			
653	Dmel_CG10311	NP_001287364			
654	Dmel_CG10315	NP_001163265	K03680	map05168	Herpes simplex virus 1 infection
655	Dmel_CG10317	NP_001138059			
656	Dmel_CG10318	NP_611601	K21752		
657	Dmel_CG10320	NP_001097399	K03959	map00190	Oxidative phosphorylation
658	Dmel_CG10320	NP_001097399	K03959	map01100	
659	Dmel_CG10320	NP_001097399	K03959	map04714	Thermogenesis
660	Dmel_CG10320	NP_001097399	K03959	map04723	Retrograde endocannabinoid signaling
661	Dmel_CG10320	NP_001097399	K03959	map04932	Non-alcoholic fatty liver disease
662	Dmel_CG10320	NP_001097399	K03959	map05010	Alzheimer disease
663	Dmel_CG10320	NP_001097399	K03959	map05012	Parkinson disease
664	Dmel_CG10320	NP_001097399	K03959	map05014	Amyotrophic lateral sclerosis
665	Dmel_CG10320	NP_001097399	K03959	map05016	Huntington disease
666	Dmel_CG10320	NP_001097399	K03959	map05020	Prion disease
667	Dmel_CG10320	NP_001097399	K03959	map05022	Pathways of neurodegeneration - multiple diseases
668	Dmel_CG10320	NP_001097399	K03959	map05208	Chemical carcinogenesis - reactive oxygen species
669	Dmel_CG10320	NP_001097399	K03959	map05415	Diabetic cardiomyopathy
670	Dmel_CG10321	NP_001261124			
671	Dmel_CG10324	NP_650571	K13101		
672	Dmel_CG10325	NP_732176	K09307		
673	Dmel_CG10326	NP_001262647	K24864		
674	Dmel_CG10327	NP_001163280	K23600	map03015	mRNA surveillance pathway
675	Dmel_CG10327	NP_001163280	K23600	map05014	Amyotrophic lateral sclerosis
676	Dmel_CG10327	NP_001163280	K23600	map05022	Pathways of neurodegeneration - multiple diseases
677	Dmel_CG10328	NP_001262646	K13219		
678	Dmel_CG10332	NP_611809			
679	Dmel_CG10333	NP_609888	K12858	map03040	Spliceosome
680	Dmel_CG10334	NP_001027281	K20229	map04013	MAPK signaling pathway - fly
681	Dmel_CG10335	NP_001261752	K01698	map00860	Porphyrin metabolism
682	Dmel_CG10335	NP_001261752	K01698	map01100	
683	Dmel_CG10335	NP_001261752	K01698	map01110	Biosynthesis of secondary metabolites
684	Dmel_CG10335	NP_001261752	K01698	map01120	Microbial metabolism in diverse environments
685	Dmel_CG10335	NP_001261752	K01698	map01240	Biosynthesis of cofactors
686	Dmel_CG10336	NP_609895	K10998		
687	Dmel_CG10337	NP_609986			
688	Dmel_CG10338	NP_001286056			
689	Dmel_CG10339	NP_611881			
690	Dmel_CG1034	NP_788587	K18659		
691	Dmel_CG10340	NP_650565	K07555		
692	Dmel_CG10341	NP_609898	K14763		
693	Dmel_CG10342	NP_001262642			
694	Dmel_CG10343	NP_609900			
695	Dmel_CG10344	NP_611671	K18932		
696	Dmel_CG10345	NP_650563			
697	Dmel_CG10346	NP_609902	K16547		
698	Dmel_CG10347	NP_572755			
699	Dmel_CG10348	NP_001286059			
700	Dmel_CG10352	NP_001259468	K21013	map00981	Insect hormone biosynthesis
701	Dmel_CG10353	NP_001245633	K19496		
702	Dmel_CG10354	NP_001260166	K12619	map03008	Ribosome biogenesis in eukaryotes
703	Dmel_CG10354	NP_001260166	K12619	map03018	RNA degradation
704	Dmel_CG10357	NP_647821			
705	Dmel_CG10359	NP_001137881			
706	Dmel_CG10360	NP_001014491			
707	Dmel_CG10361	NP_648509	K00639	map00260	Glycine, serine and threonine metabolism
708	Dmel_CG10361	NP_648509	K00639	map01100	
709	Dmel_CG10362	NP_572771	K24060		
710	Dmel_CG10363	NP_001260589	K06530		
711	Dmel_CG10364	NP_609991			
712	Dmel_CG10365	NP_651176	K07232	map00480	Glutathione metabolism
713	Dmel_CG10365	NP_651176	K07232	map01100	
714	Dmel_CG10366	NP_609995			
715	Dmel_CG10367	NP_732900	K00021	map00900	Terpenoid backbone biosynthesis
716	Dmel_CG10367	NP_732900	K00021	map01100	
717	Dmel_CG10367	NP_732900	K00021	map01110	Biosynthesis of secondary metabolites
718	Dmel_CG10367	NP_732900	K00021	map04152	AMPK signaling pathway
719	Dmel_CG10367	NP_732900	K00021	map04976	Bile secretion
720	Dmel_CG10369	NP_001137835	K05330		
721	Dmel_CG10370	NP_524464	K03065	map03050	Proteasome
722	Dmel_CG10370	NP_524464	K03065	map05010	Alzheimer disease
723	Dmel_CG10370	NP_524464	K03065	map05012	Parkinson disease
724	Dmel_CG10370	NP_524464	K03065	map05014	Amyotrophic lateral sclerosis
725	Dmel_CG10370	NP_524464	K03065	map05016	Huntington disease
726	Dmel_CG10370	NP_524464	K03065	map05017	Spinocerebellar ataxia
727	Dmel_CG10370	NP_524464	K03065	map05020	Prion disease
728	Dmel_CG10370	NP_524464	K03065	map05022	Pathways of neurodegeneration - multiple diseases
729	Dmel_CG10370	NP_524464	K03065	map05169	Epstein-Barr virus infection
730	Dmel_CG10371	NP_651180	K14165		
731	Dmel_CG10372	NP_001286057	K18726		
732	Dmel_CG10373	NP_609901	K20393		
733	Dmel_CG10374	NP_732904			
734	Dmel_CG10375	NP_001163704	K09528		
735	Dmel_CG10376	NP_609899	K17501		
736	Dmel_CG10377	NP_001162897	K14411	map03015	mRNA surveillance pathway
737	Dmel_CG10379	NP_001247267	K13708	map04148	Efferocytosis
738	Dmel_CG10379	NP_001247267	K13708	map04510	Focal adhesion
739	Dmel_CG10379	NP_001247267	K13708	map04666	Fc gamma R-mediated phagocytosis
740	Dmel_CG10379	NP_001247267	K13708	map04810	Regulation of actin cytoskeleton
741	Dmel_CG10379	NP_001247267	K13708	map05100	Bacterial invasion of epithelial cells
742	Dmel_CG10379	NP_001247267	K13708	map05131	Shigellosis
743	Dmel_CG10379	NP_001247267	K13708	map05135	Yersinia infection
