	dme	ncbi	ko	dmepathway	dmepathname
355	Dmel_CG10321	NP_001261124			
356	Dmel_CG10324	NP_650571	K13101		
357	Dmel_CG10325	NP_732176	K09307		
358	Dmel_CG10326	NP_001262647	K24864		
359	Dmel_CG10327	NP_001163280	K23600	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
360	Dmel_CG10328	NP_001262646	K13219		
361	Dmel_CG10332	NP_611809			
362	Dmel_CG10333	NP_609888	K12858	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
363	Dmel_CG10334	NP_001027281	K20229	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
364	Dmel_CG10335	NP_001261752	K01698	dme00860	Porphyrin metabolism - Drosophila melanogaster (fruit fly)
365	Dmel_CG10335	NP_001261752	K01698	dme01100	
366	Dmel_CG10335	NP_001261752	K01698	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
367	Dmel_CG10336	NP_609895	K10998		
368	Dmel_CG10337	NP_609986			
369	Dmel_CG10338	NP_001286056			
370	Dmel_CG10339	NP_611881			
371	Dmel_CG1034	NP_788587	K18659		
372	Dmel_CG10340	NP_650565	K07555		
373	Dmel_CG10341	NP_609898	K14763		
374	Dmel_CG10342	NP_001262642			
375	Dmel_CG10343	NP_609900			
376	Dmel_CG10344	NP_611671	K18932		
377	Dmel_CG10345	NP_650563			
378	Dmel_CG10346	NP_609902	K16547		
379	Dmel_CG10347	NP_572755			
380	Dmel_CG10348	NP_001286059			
381	Dmel_CG10352	NP_001259468	K21013	dme00981	Insect hormone biosynthesis - Drosophila melanogaster (fruit fly)
382	Dmel_CG10353	NP_001245633	K19496		
383	Dmel_CG10354	NP_001260166	K12619	dme03008	Ribosome biogenesis in eukaryotes - Drosophila melanogaster (fruit fly)
384	Dmel_CG10354	NP_001260166	K12619	dme03018	RNA degradation - Drosophila melanogaster (fruit fly)
385	Dmel_CG10357	NP_647821			
386	Dmel_CG10359	NP_001137881			
387	Dmel_CG10360	NP_001014491			
388	Dmel_CG10361	NP_648509	K00639	dme00260	Glycine, serine and threonine metabolism - Drosophila melanogaster (fruit fly)
389	Dmel_CG10361	NP_648509	K00639	dme01100	
390	Dmel_CG10362	NP_572771	K24060		
391	Dmel_CG10363	NP_001260589	K06530		
392	Dmel_CG10364	NP_609991			
393	Dmel_CG10365	NP_651176	K07232	dme00480	Glutathione metabolism - Drosophila melanogaster (fruit fly)
394	Dmel_CG10365	NP_651176	K07232	dme01100	
395	Dmel_CG10366	NP_609995			
396	Dmel_CG10367	NP_732900	K00021	dme00900	Terpenoid backbone biosynthesis - Drosophila melanogaster (fruit fly)
397	Dmel_CG10367	NP_732900	K00021	dme01100	
398	Dmel_CG10369	NP_001137835	K05330		
399	Dmel_CG10370	NP_524464	K03065	dme03050	Proteasome - Drosophila melanogaster (fruit fly)
400	Dmel_CG10371	NP_651180	K14165		
401	Dmel_CG10372	NP_001286057	K18726		
402	Dmel_CG10373	NP_609901	K20393		
403	Dmel_CG10374	NP_732904			
404	Dmel_CG10375	NP_001163704	K09528		
405	Dmel_CG10376	NP_609899	K17501		
406	Dmel_CG10377	NP_001162897	K14411	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
407	Dmel_CG10379	NP_001247267	K13708	dme04148	Efferocytosis - Drosophila melanogaster (fruit fly)
408	Dmel_CG10379	NP_001247267	K13708	dme04510	Focal adhesion - Drosophila melanogaster (fruit fly)
409	Dmel_CG10379	NP_001247267	K13708	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
410	Dmel_CG10382	NP_477404			
411	Dmel_CG10383	NP_001286055	K23504		
412	Dmel_CG10384	NP_001163254			
413	Dmel_CG10385	NP_001286054	K13163		
414	Dmel_CG10387	NP_477145	K10746	dme03430	Mismatch repair - Drosophila melanogaster (fruit fly)
415	Dmel_CG10388	NP_536752	K09307		
416	Dmel_CG10390	NP_001138010	K03131	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
417	Dmel_CG10391	NP_609891			
418	Dmel_CG10392	NP_523620	K09667	dme00514	Other types of O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
419	Dmel_CG10392	NP_523620	K09667	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
420	Dmel_CG10393	NP_477446	K09083		
421	Dmel_CG10395	NP_610167	K11666	dme03082	ATP-dependent chromatin remodeling - Drosophila melanogaster (fruit fly)
422	Dmel_CG10396	NP_001260708	K02263	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
423	Dmel_CG10396	NP_001260708	K02263	dme01100	
424	Dmel_CG10396	NP_001260708	K02263	dme04260	Cardiac muscle contraction - Drosophila melanogaster (fruit fly)
425	Dmel_CG10399	NP_001285696	K01640	dme00280	Valine, leucine and isoleucine degradation - Drosophila melanogaster (fruit fly)
426	Dmel_CG10399	NP_001285696	K01640	dme00650	Butanoate metabolism - Drosophila melanogaster (fruit fly)
427	Dmel_CG10399	NP_001285696	K01640	dme01100	
428	Dmel_CG10399	NP_001285696	K01640	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
429	Dmel_CG10405	NP_001036717			
430	Dmel_CG10406	NP_524380	K17411		
431	Dmel_CG10407	NP_001262622			
432	Dmel_CG1041	NP_001036684	K00624	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
433	Dmel_CG10413	NP_001286048	K14429		
434	Dmel_CG10414	NP_609889	K24537		
435	Dmel_CG10415	NP_524026	K03136	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
436	Dmel_CG10417	NP_610169	K17499		
437	Dmel_CG10418	NP_648570	K12621	dme03018	RNA degradation - Drosophila melanogaster (fruit fly)
438	Dmel_CG10418	NP_648570	K12621	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
439	Dmel_CG10419	NP_001262034	K13130		
440	Dmel_CG10420	NP_651356	K14001	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
441	Dmel_CG10422	NP_476800			
442	Dmel_CG10423	NP_001247301	K02978	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
443	Dmel_CG10424	NP_649090	K17757		
444	Dmel_CG10425	NP_651363	K04708	dme00600	Sphingolipid metabolism - Drosophila melanogaster (fruit fly)
445	Dmel_CG10425	NP_651363	K04708	dme01100	
446	Dmel_CG10426	NP_001261753	K20278	dme00562	Inositol phosphate metabolism - Drosophila melanogaster (fruit fly)
447	Dmel_CG10426	NP_001261753	K20278	dme01100	
448	Dmel_CG10426	NP_001261753	K20278	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
449	Dmel_CG10428	NP_609918			
450	Dmel_CG10431	NP_001286078			
451	Dmel_CG10433	NP_001286683			
452	Dmel_CG10435	NP_649759	K24629		
453	Dmel_CG10436	NP_524039			
454	Dmel_CG1044	NP_523890	K20231	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
455	Dmel_CG10440	NP_001246449	K21754		
456	Dmel_CG10443	NP_523604	K05695	dme04514	Cell adhesion molecules - Drosophila melanogaster (fruit fly)
457	Dmel_CG10443	NP_523604	K05695	dme04520	Adherens junction - Drosophila melanogaster (fruit fly)
458	Dmel_CG10443	NP_523604	K05695	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
459	Dmel_CG10444	NP_611465	K14388		
460	Dmel_CG10445	NP_001246974	K15173		
461	Dmel_CG10446	NP_523599			
462	Dmel_CG10447	NP_001286089	K08065		
463	Dmel_CG10449	NP_524931	K14713		
464	Dmel_CG10459	NP_610513	K13137		
465	Dmel_CG1046	NP_476793	K09303		
466	Dmel_CG10460	NP_611420			
467	Dmel_CG10462	NP_001033914			
468	Dmel_CG10463	NP_610000	K05544		
469	Dmel_CG10465	NP_610165	K15074		
470	Dmel_CG10466	NP_001260601	K13107		
471	Dmel_CG10467	NP_648026	K01785	dme00010	Glycolysis / Gluconeogenesis - Drosophila melanogaster (fruit fly)
472	Dmel_CG10467	NP_648026	K01785	dme00052	Galactose metabolism - Drosophila melanogaster (fruit fly)
473	Dmel_CG10467	NP_648026	K01785	dme01100	
474	Dmel_CG10469	NP_648025			
475	Dmel_CG10470	NP_609936	K21891		
476	Dmel_CG10472	NP_648017			
477	Dmel_CG10473	NP_001260556	K12875	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
478	Dmel_CG10473	NP_001260556	K12875	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
479	Dmel_CG10473	NP_001260556	K12875	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
480	Dmel_CG10474	NP_611404	K01444	dme00511	Other glycan degradation - Drosophila melanogaster (fruit fly)
481	Dmel_CG10474	NP_611404	K01444	dme04142	Lysosome - Drosophila melanogaster (fruit fly)
482	Dmel_CG10475	NP_001286951			
483	Dmel_CG10476	NP_611403			
484	Dmel_CG10477	NP_001303385			
485	Dmel_CG10478	NP_648007	K23583	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
486	Dmel_CG10479	NP_001261458			
487	Dmel_CG1048	NP_476794	K09303		
488	Dmel_CG10480	NP_523943	K11493		
489	Dmel_CG10481	NP_995731			
490	Dmel_CG10483	NP_648000	K24195		
491	Dmel_CG10486	NP_001246641			
492	Dmel_CG10488	NP_001014582			
493	Dmel_CG10489	NP_647995	K02325	dme03030	DNA replication - Drosophila melanogaster (fruit fly)
494	Dmel_CG10489	NP_647995	K02325	dme03410	Base excision repair - Drosophila melanogaster (fruit fly)
495	Dmel_CG10489	NP_647995	K02325	dme03420	Nucleotide excision repair - Drosophila melanogaster (fruit fly)
496	Dmel_CG1049	NP_001261264	K00968	dme00440	Phosphonate and phosphinate metabolism - Drosophila melanogaster (fruit fly)
497	Dmel_CG1049	NP_001261264	K00968	dme00564	Glycerophospholipid metabolism - Drosophila melanogaster (fruit fly)
498	Dmel_CG1049	NP_001261264	K00968	dme01100	
499	Dmel_CG10491	NP_523942	K16690	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
500	Dmel_CG10491	NP_523942	K16690	dme04391	Hippo signaling pathway - fly - Drosophila melanogaster (fruit fly)
501	Dmel_CG10492	NP_001097179			
502	Dmel_CG10493	NP_001260558	K16340		
503	Dmel_CG10494	NP_611586			
504	Dmel_CG10495	NP_609939	K05545		
505	Dmel_CG10496	NP_611585			
506	Dmel_CG10497	NP_476965	K16336	dme04514	Cell adhesion molecules - Drosophila melanogaster (fruit fly)
507	Dmel_CG10497	NP_476965	K16336	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
508	Dmel_CG10498	NP_001163666	K02206	dme04068	FoxO signaling pathway - Drosophila melanogaster (fruit fly)
509	Dmel_CG10498	NP_001163666	K02206	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
510	Dmel_CG10498	NP_001163666	K02206	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
511	Dmel_CG10498	NP_001163666	K02206	dme04115	p53 signaling pathway - Drosophila melanogaster (fruit fly)
512	Dmel_CG10498	NP_001163666	K02206	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
513	Dmel_CG10498	NP_001163666	K02206	dme04914	Progesterone-mediated oocyte maturation - Drosophila melanogaster (fruit fly)
514	Dmel_CG10501	NP_476592	K01618	dme00350	Tyrosine metabolism - Drosophila melanogaster (fruit fly)
515	Dmel_CG10501	NP_476592	K01618	dme01100	
516	Dmel_CG10504	NP_001246860	K06272	dme03320	PPAR signaling pathway - Drosophila melanogaster (fruit fly)
517	Dmel_CG10504	NP_001246860	K06272	dme04510	Focal adhesion - Drosophila melanogaster (fruit fly)
518	Dmel_CG10505	NP_611571			
519	Dmel_CG10506	NP_524841	K01886	dme00970	Aminoacyl-tRNA biosynthesis - Drosophila melanogaster (fruit fly)
520	Dmel_CG10506	NP_524841	K01886	dme01100	
521	Dmel_CG10508	NP_001246859			
522	Dmel_CG10510	NP_649291	K23728		
523	Dmel_CG10512	NP_649289			
524	Dmel_CG10513	NP_651370			
525	Dmel_CG10514	NP_651371			
526	Dmel_CG10516	NP_648819	K10345		
527	Dmel_CG10520	NP_001189164	K04733	dme04620	Toll-like receptor signaling pathway - Drosophila melanogaster (fruit fly)
528	Dmel_CG10520	NP_001189164	K04733	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
529	Dmel_CG10520	NP_001189164	K04733	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
530	Dmel_CG10521	NP_001162753	K06843		
531	Dmel_CG10522	NP_001261768	K16308		
532	Dmel_CG10523	NP_730600	K04556	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
533	Dmel_CG10523	NP_730600	K04556	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
534	Dmel_CG10523	NP_730600	K04556	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
535	Dmel_CG10527	NP_611544			
536	Dmel_CG10528	NP_001260602			
537	Dmel_CG10529	NP_788468			
538	Dmel_CG10530	NP_477273			
539	Dmel_CG10531	NP_611543	K01183	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
540	Dmel_CG10531	NP_611543	K01183	dme01100	
541	Dmel_CG10533	NP_477274			
542	Dmel_CG10534	NP_477272			
543	Dmel_CG10535	NP_650098	K11373		
544	Dmel_CG10537	NP_001261616	K05181	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
545	Dmel_CG10538	NP_001260600	K20647		
546	Dmel_CG10539	NP_001261450	K04688	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
547	Dmel_CG10539	NP_001261450	K04688	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
548	Dmel_CG10539	NP_001261450	K04688	dme04213	Longevity regulating pathway - multiple species - Drosophila melanogaster (fruit fly)
549	Dmel_CG10539	NP_001261450	K04688	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
550	Dmel_CG10539	NP_001261450	K04688	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
551	Dmel_CG10539	NP_001261450	K04688	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
552	Dmel_CG10540	NP_611539	K10364	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
553	Dmel_CG10540	NP_611539	K10364	dme04814	Motor proteins - Drosophila melanogaster (fruit fly)
554	Dmel_CG10540	NP_611539	K10364	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
555	Dmel_CG10541	NP_001097520	K18628		
556	Dmel_CG10542	NP_001286950	K10696		
557	Dmel_CG10543	NP_001261112			
558	Dmel_CG10545	NP_001303567	K04536	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
559	Dmel_CG10545	NP_001303567	K04536	dme04744	Phototransduction - Drosophila melanogaster (fruit fly)
560	Dmel_CG10546	NP_523939			
561	Dmel_CG10550	NP_651380			
562	Dmel_CG10553	NP_651383			
563	Dmel_CG10555	NP_001285016			
564	Dmel_CG10559	NP_651382			
565	Dmel_CG1056	NP_001097684	K04157	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
566	Dmel_CG1056	NP_001097684	K04157	dme04540	Gap junction - Drosophila melanogaster (fruit fly)
567	Dmel_CG10560	NP_651384			
568	Dmel_CG10561	NP_476608			
569	Dmel_CG10562	NP_651385			
570	Dmel_CG10563	NP_609947	K15202		
571	Dmel_CG10564	NP_524194	K08048	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
572	Dmel_CG10564	NP_524194	K08048	dme01100	
573	Dmel_CG10564	NP_524194	K08048	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
574	Dmel_CG10564	NP_524194	K08048	dme04213	Longevity regulating pathway - multiple species - Drosophila melanogaster (fruit fly)
575	Dmel_CG10564	NP_524194	K08048	dme04261	Adrenergic signaling in cardiomyocytes - Drosophila melanogaster (fruit fly)
576	Dmel_CG10564	NP_524194	K08048	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
577	Dmel_CG10564	NP_524194	K08048	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
578	Dmel_CG10564	NP_524194	K08048	dme04540	Gap junction - Drosophila melanogaster (fruit fly)
579	Dmel_CG10564	NP_524194	K08048	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
580	Dmel_CG10564	NP_524194	K08048	dme04914	Progesterone-mediated oocyte maturation - Drosophila melanogaster (fruit fly)
581	Dmel_CG10564	NP_524194	K08048	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
582	Dmel_CG10565	NP_001246856	K09522		
583	Dmel_CG10566	NP_001246855	K19863		
584	Dmel_CG1057	NP_001246908	K15153		
585	Dmel_CG10570	NP_001286062			
586	Dmel_CG10571	NP_524045	K24889		
587	Dmel_CG10572	NP_536735	K02208		
588	Dmel_CG10573	NP_001262135			
589	Dmel_CG10574	NP_001097564	K16833		
590	Dmel_CG10575	NP_647985	K02318	dme00770	Pantothenate and CoA biosynthesis - Drosophila melanogaster (fruit fly)
591	Dmel_CG10575	NP_647985	K02318	dme01100	
592	Dmel_CG10575	NP_647985	K02318	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
593	Dmel_CG10576	NP_001286949	K26736		
594	Dmel_CG10578	NP_523936	K09510		
595	Dmel_CG10579	NP_001036581	K08821		
596	Dmel_CG1058	NP_001246909	K03440		
597	Dmel_CG10580	NP_524191	K05948	dme00514	Other types of O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
598	Dmel_CG10580	NP_524191	K05948	dme04330	Notch signaling pathway - Drosophila melanogaster (fruit fly)
599	Dmel_CG10581	NP_649279	K06928	dme00230	Purine metabolism - Drosophila melanogaster (fruit fly)
600	Dmel_CG10581	NP_649279	K06928	dme00730	Thiamine metabolism - Drosophila melanogaster (fruit fly)
601	Dmel_CG10581	NP_649279	K06928	dme01100	
602	Dmel_CG10581	NP_649279	K06928	dme01232	Nucleotide metabolism - Drosophila melanogaster (fruit fly)
603	Dmel_CG10582	NP_001163486	K14721	dme03020	RNA polymerase - Drosophila melanogaster (fruit fly)
604	Dmel_CG10582	NP_001163486	K14721	dme04623	Cytosolic DNA-sensing pathway - Drosophila melanogaster (fruit fly)
605	Dmel_CG10583	NP_523935			
606	Dmel_CG10584	NP_649278	K23040		
607	Dmel_CG10585	NP_001287138	K12505	dme00900	Terpenoid backbone biosynthesis - Drosophila melanogaster (fruit fly)
608	Dmel_CG10586	NP_649270			
609	Dmel_CG10587	NP_001137989			
610	Dmel_CG10588	NP_001287135			
611	Dmel_CG10589	NP_649269			
612	Dmel_CG1059	NP_001262259	K20222	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
613	Dmel_CG10590	NP_647979	K17087		
614	Dmel_CG10591	NP_647978			
615	Dmel_CG10592	NP_647976	K01077	dme00730	Thiamine metabolism - Drosophila melanogaster (fruit fly)
616	Dmel_CG10592	NP_647976	K01077	dme00790	Folate biosynthesis - Drosophila melanogaster (fruit fly)
617	Dmel_CG10592	NP_647976	K01077	dme01100	
618	Dmel_CG10592	NP_647976	K01077	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
619	Dmel_CG10593	NP_001260258	K01283		
620	Dmel_CG10594	NP_001286943	K14939	dme00981	Insect hormone biosynthesis - Drosophila melanogaster (fruit fly)
621	Dmel_CG10596	NP_001286942			
622	Dmel_CG10597	NP_001138216			
623	Dmel_CG10598	NP_573206			
624	Dmel_CG10600	NP_001137839	K22610		
625	Dmel_CG10601	NP_001261778	K24889		
626	Dmel_CG10602	NP_609916	K01254	dme00590	Arachidonic acid metabolism - Drosophila melanogaster (fruit fly)
627	Dmel_CG10602	NP_609916	K01254	dme01100	
628	Dmel_CG10603	NP_523598	K02871	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
629	Dmel_CG10604	NP_477350	K24874		
630	Dmel_CG10605	NP_524046	K24889		
631	Dmel_CG10609	NP_001097687	K22984		
632	Dmel_CG10610	NP_649602	K04405		
633	Dmel_CG10612	NP_524234	K22984		
634	Dmel_CG10616	NP_001287048			
635	Dmel_CG10617	NP_001259513	K19912		
636	Dmel_CG10618	NP_001097918			
637	Dmel_CG10619	NP_001286068	K09370		
638	Dmel_CG10620	NP_524044			
639	Dmel_CG10621	NP_001286071	K00547	dme00270	Cysteine and methionine metabolism - Drosophila melanogaster (fruit fly)
640	Dmel_CG10621	NP_001286071	K00547	dme00670	One carbon pool by folate - Drosophila melanogaster (fruit fly)
641	Dmel_CG10621	NP_001286071	K00547	dme01100	
642	Dmel_CG10621	NP_001286071	K00547	dme04981	Folate transport and metabolism - Drosophila melanogaster (fruit fly)
643	Dmel_CG10622	NP_001286941	K01900	dme00020	Citrate cycle (TCA cycle) - Drosophila melanogaster (fruit fly)
644	Dmel_CG10622	NP_001286941	K01900	dme00640	Propanoate metabolism - Drosophila melanogaster (fruit fly)
645	Dmel_CG10622	NP_001286941	K01900	dme01100	
646	Dmel_CG10622	NP_001286941	K01900	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
647	Dmel_CG10623	NP_001286073	K00547	dme00270	Cysteine and methionine metabolism - Drosophila melanogaster (fruit fly)
648	Dmel_CG10623	NP_001286073	K00547	dme00670	One carbon pool by folate - Drosophila melanogaster (fruit fly)
649	Dmel_CG10623	NP_001286073	K00547	dme01100	
650	Dmel_CG10623	NP_001286073	K00547	dme04981	Folate transport and metabolism - Drosophila melanogaster (fruit fly)
651	Dmel_CG10624	NP_647971			
652	Dmel_CG10625	NP_001097510			
653	Dmel_CG10626	NP_647968	K14071		
654	Dmel_CG10627	NP_648588	K01836	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
655	Dmel_CG10627	NP_648588	K01836	dme01100	
656	Dmel_CG10627	NP_648588	K01836	dme01250	Biosynthesis of nucleotide sugars - Drosophila melanogaster (fruit fly)
657	Dmel_CG10628	NP_609999			
658	Dmel_CG1063	NP_730941	K04958	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
659	Dmel_CG1063	NP_730941	K04958	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
