tca	ncbi	ko	pathway	pathname
100141950	XP_001812052	K10769		
100141951	XP_001808385			
100141952	XP_001807290			
100141953	XP_015838641			
100141954	XP_001812575	K17925		
100141955	XP_008193951			
100141956	XP_001814199	K10609	map03420	Nucleotide excision repair
100141956	XP_001814199	K10609	map04120	Ubiquitin mediated proteolysis
100141956	XP_001814199	K10609	map05170	Human immunodeficiency virus 1 infection
100141957	XP_001809953			
100141960	XP_001812550	K16535		
100141961	XP_015834986	K01052	map00100	Steroid biosynthesis
100141961	XP_015834986	K01052	map04142	Lysosome
100141961	XP_015834986	K01052	map04148	Efferocytosis
100141961	XP_015834986	K01052	map04979	Cholesterol metabolism
100141963	XP_001810229			
100141964	XP_015834333			
100141965	XP_001815085			
100141966	XP_015839861			
100141967	XP_001809245	K01047	map00564	Glycerophospholipid metabolism
100141967	XP_001809245	K01047	map00565	Ether lipid metabolism
100141967	XP_001809245	K01047	map00590	Arachidonic acid metabolism
100141967	XP_001809245	K01047	map00591	Linoleic acid metabolism
100141967	XP_001809245	K01047	map00592	alpha-Linolenic acid metabolism
100141967	XP_001809245	K01047	map01100	
100141967	XP_001809245	K01047	map01110	Biosynthesis of secondary metabolites
100141967	XP_001809245	K01047	map04014	Ras signaling pathway
100141967	XP_001809245	K01047	map04270	Vascular smooth muscle contraction
100141967	XP_001809245	K01047	map04972	Pancreatic secretion
100141967	XP_001809245	K01047	map04975	Fat digestion and absorption
100141968	XP_008192928	K15031		
100141971	XP_008199594	K22866		
100141972	XP_001811012			
100141973	XP_001809520			
100141976	XP_001810245	K24723	map04814	Motor proteins
100141977	XP_015837643	K05410	map04014	Ras signaling pathway
100141977	XP_015837643	K05410	map04137	Mitophagy - animal
100141977	XP_015837643	K05410	map04140	Autophagy - animal
100141977	XP_015837643	K05410	map04620	Toll-like receptor signaling pathway
100141977	XP_015837643	K05410	map04621	NOD-like receptor signaling pathway
100141977	XP_015837643	K05410	map04622	RIG-I-like receptor signaling pathway
100141977	XP_015837643	K05410	map04623	Cytosolic DNA-sensing pathway
100141977	XP_015837643	K05410	map04657	IL-17 signaling pathway
100141977	XP_015837643	K05410	map04936	Alcoholic liver disease
100141977	XP_015837643	K05410	map05014	Amyotrophic lateral sclerosis
100141977	XP_015837643	K05410	map05022	Pathways of neurodegeneration - multiple diseases
100141977	XP_015837643	K05410	map05131	Shigellosis
100141977	XP_015837643	K05410	map05135	Yersinia infection
100141977	XP_015837643	K05410	map05160	Hepatitis C
100141977	XP_015837643	K05410	map05161	Hepatitis B
100141977	XP_015837643	K05410	map05162	Measles
100141977	XP_015837643	K05410	map05163	Human cytomegalovirus infection
100141977	XP_015837643	K05410	map05164	Influenza A
100141977	XP_015837643	K05410	map05165	Human papillomavirus infection
100141977	XP_015837643	K05410	map05167	Kaposi sarcoma-associated herpesvirus infection
100141977	XP_015837643	K05410	map05168	Herpes simplex virus 1 infection
100141977	XP_015837643	K05410	map05169	Epstein-Barr virus infection
100141977	XP_015837643	K05410	map05170	Human immunodeficiency virus 1 infection
100141977	XP_015837643	K05410	map05171	Coronavirus disease - COVID-19
100141977	XP_015837643	K05410	map05417	Lipid and atherosclerosis
100141980	XP_001812329			
100141981	XP_015839397			
100141982	NP_001127700	K10718	map00981	Insect hormone biosynthesis
100141983	XP_008198149			
100141984	XP_001811434	K04384		
100141985	XP_008196470			
100141988	XP_008190836			
100141989	NP_001182329			
100141991	XP_008200845	K21246	map04140	Autophagy - animal
100141991	XP_008200845	K21246	map05010	Alzheimer disease
100141991	XP_008200845	K21246	map05014	Amyotrophic lateral sclerosis
100141991	XP_008200845	K21246	map05016	Huntington disease
100141991	XP_008200845	K21246	map05017	Spinocerebellar ataxia
100141991	XP_008200845	K21246	map05022	Pathways of neurodegeneration - multiple diseases
100141992	XP_001813224	K02213	map04110	Cell cycle
100141992	XP_001813224	K02213	map04111	Cell cycle - yeast
100141992	XP_001813224	K02213	map04113	Meiosis - yeast
100141992	XP_001813224	K02213	map05207	Chemical carcinogenesis - receptor activation
100141993	XP_001811853	K15731		
100141996	XP_001807104	K14724		
100141997	XP_001806936			
100141998	XP_001809010	K09273		
100142000	XP_001812776	K25743		
100142001	XP_001811292			
100142002	XP_001811380	K15438		
100142003	XP_008194511			
100142004	XP_001811901	K22559		
100142007	XP_008192084	K09207		
100142008	XP_008197689			
100142009	XP_001808147	K16912		
100142010	XP_008193581			
100142011	XP_008197617			
100142012	XP_001814862			
100142013	XP_008197972			
100142014	XP_001808125			
100142015	XP_015839648	K14388		
100142016	XP_001814398			
100142017	XP_001810860			
100142020	NP_001123994			
100142021	XP_001808773			
100142023	XP_001814337	K25789		
100142024	XP_008196774	K26100		
100142025	XP_001815603	K09228	map05168	Herpes simplex virus 1 infection
100142029	XP_001813599	K18496	map04010	MAPK signaling pathway
100142029	XP_001813599	K18496	map04014	Ras signaling pathway
100142029	XP_001813599	K18496	map04015	Rap1 signaling pathway
100142029	XP_001813599	K18496	map04020	Calcium signaling pathway
100142029	XP_001813599	K18496	map04151	PI3K-Akt signaling pathway
100142029	XP_001813599	K18496	map04390	Hippo signaling pathway
100142029	XP_001813599	K18496	map04810	Regulation of actin cytoskeleton
100142029	XP_001813599	K18496	map05200	Pathways in cancer
100142029	XP_001813599	K18496	map05218	Melanoma
100142029	XP_001813599	K18496	map05224	Breast cancer
100142029	XP_001813599	K18496	map05226	Gastric cancer
100142030	XP_001816051			
100142031	XP_015837971	K10758		
100142032	XP_008190803			
100142033	XP_001814267			
100142034	XP_001816440			
100142035	XP_015840839			
100142037	XP_001807284			
100142038	XP_008190387	K08059	map04612	Antigen processing and presentation
100142039	XP_008191200			
100142040	XP_001813225			
100142041	XP_001812551			
100142043	XP_008194894			
100142044	XP_001810019			
100142046	XP_001812159			
100142047	XP_015837295	K13804	map04745	Phototransduction - fly
100142048	XP_008193989	K17339		
100142049	XP_008200153			
100142050	XP_001810419			
100142051	XP_008191884			
100142053	XP_001812039	K10263		
100142054	XP_001812199			
100142056	XP_008199344			
100142057	XP_015835161			
100142058	XP_001811130			
100142059	XP_015837684			
100142060	XP_001812786	K10848	map03420	Nucleotide excision repair
100142060	XP_001812786	K10848	map03460	Fanconi anemia pathway
100142061	XP_001811305	K13100		
100142062	XP_001813896	K06816	map04514	Cell adhesion molecules
100142064	XP_001809744	K20186		
100142065	XP_001811345	K10420	map04814	Motor proteins
100142065	XP_001811345	K10420	map05132	Salmonella infection
100142066	XP_001815455			
100142067	XP_001813665			
100142069	XP_001812694			
100142070	XP_001814014	K26244		
100142073	XP_015837056			
100142074	XP_001810308			
100142079	XP_001815244			
100142080	XP_001812383	K12841	map03040	Spliceosome
100142081	XP_008193879			
100142082	XP_001814647			
100142083	XP_001807780			
100142084	XP_008193479	K25802		
100142085	NP_001161926			
100142086	XP_008197596	K23841		
100142087	XP_008198895	K11972		
100142088	XP_001809620	K15005		
100142089	XP_001808877			
100142091	XP_015837936	K13356	map00073	Cutin, suberine and wax biosynthesis
100142091	XP_015837936	K13356	map01110	Biosynthesis of secondary metabolites
100142091	XP_015837936	K13356	map04146	Peroxisome
100142091	XP_015837936	K13356	map04212	Longevity regulating pathway - worm
100142092	XP_001807213	K11125	map03015	mRNA surveillance pathway
100142093	XP_001809624			
100142094	XP_015835761	K19870		
100142095	XP_008194303			
100142097	XP_001814166			
100142099	XP_001815790	K16285		
100142102	XP_001810886	K07541	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
100142102	XP_001810886	K07541	map01100	
100142103	XP_001811794			
100142105	XP_001813407			
100142107	XP_015838512			
100142108	XP_001814757	K20346		
100142109	XP_001812695			
100142111	XP_001809489	K22066		
100142113	XP_008194611			
100142115	XP_001810813			
100142116	XP_015834460	K17350		
100142117	NP_001137202	K26204		
100142119	XP_015835324	K14943		
100142120	XP_001810435			
100142121	XP_001812465	K14775		
100142122	XP_015840416	K11275		
100142123	XP_001810857			
100142124	XP_001810867			
100142126	XP_015839188	K03945	map00190	Oxidative phosphorylation
100142126	XP_015839188	K03945	map01100	
100142126	XP_015839188	K03945	map04714	Thermogenesis
100142126	XP_015839188	K03945	map04723	Retrograde endocannabinoid signaling
100142126	XP_015839188	K03945	map04932	Non-alcoholic fatty liver disease
100142126	XP_015839188	K03945	map05010	Alzheimer disease
100142126	XP_015839188	K03945	map05012	Parkinson disease
100142126	XP_015839188	K03945	map05014	Amyotrophic lateral sclerosis
100142126	XP_015839188	K03945	map05016	Huntington disease
100142126	XP_015839188	K03945	map05020	Prion disease
100142126	XP_015839188	K03945	map05022	Pathways of neurodegeneration - multiple diseases
100142126	XP_015839188	K03945	map05208	Chemical carcinogenesis - reactive oxygen species
100142126	XP_015839188	K03945	map05415	Diabetic cardiomyopathy
100142127	XP_001811565	K16194	map05160	Hepatitis C
100142127	XP_001811565	K16194	map05162	Measles
100142127	XP_001811565	K16194	map05168	Herpes simplex virus 1 infection
100142128	XP_008194085	K10867	map03440	Homologous recombination
100142128	XP_008194085	K10867	map04218	Cellular senescence
100142131	XP_001814498			
100142132	XP_001810980			
100142133	XP_001812598	K23518		
100142134	XP_001813433	K09552		
100142135	XP_001809262	K13164		
100142136	XP_001814158	K26469		
100142138	XP_001815253	K08471		
100142139	XP_001815657			
100142140	XP_008198507			
100142141	XP_015839157	K01052	map00100	Steroid biosynthesis
100142141	XP_015839157	K01052	map04142	Lysosome
100142141	XP_015839157	K01052	map04148	Efferocytosis
100142141	XP_015839157	K01052	map04979	Cholesterol metabolism
100142142	XP_008194514			
100142143	XP_015834885			
100142144	NP_001137598	K08471		
100142148	XP_001811753			
100142149	XP_001813274	K20009	map04214	Apoptosis - fly
100142149	XP_001813274	K20009	map04215	Apoptosis - multiple species
100142151	XP_015838857			
100142152	XP_001812538	K25818		
100142153	XP_008198712	K22984		
100142154	XP_015836078			
100142155	XP_008194267			
100142156	XP_001808390			
100142159	XP_008194425	K24501		
100142160	NP_001137323			
100142161	XP_001816025			
100142163	XP_008201359			
100142164	XP_008192313			
100142166	XP_001809957			
100142167	XP_001810064	K15322		
100142168	XP_001808109	K09427		
100142170	XP_001810169			
100142172	XP_001813445			
100142173	XP_015840826			
100142174	XP_008192193			
100142175	XP_008198827			
100142180	NP_001164145	K04396	map04210	Apoptosis
100142180	NP_001164145	K04396	map05417	Lipid and atherosclerosis
100142181	XP_001812679	K08635		
100142182	XP_015837329			
100142184	XP_001812041	K10268		
100142185	XP_015838267			
100142186	XP_008199619			
100142187	NP_001127701	K10718	map00981	Insect hormone biosynthesis
100142188	XP_015840220			
100142189	XP_001811015	K24195		
100142190	XP_001815425			
100142193	XP_008200185			
100142194	XP_015834414			
100142195	XP_001812169	K12896	map03040	Spliceosome
100142195	XP_001812169	K12896	map05014	Amyotrophic lateral sclerosis
100142195	XP_001812169	K12896	map05168	Herpes simplex virus 1 infection
100142196	XP_001810773	K09828	map00100	Steroid biosynthesis
100142196	XP_001810773	K09828	map01100	
100142196	XP_001810773	K09828	map01110	Biosynthesis of secondary metabolites
100142197	XP_008194106			
100142198	XP_001811995			
100142200	XP_001809788			
100142201	XP_001807841			
100142202	XP_001811806	K04575	map05014	Amyotrophic lateral sclerosis
100142202	XP_001811806	K04575	map05022	Pathways of neurodegeneration - multiple diseases
100142203	XP_001810629	K15202		
100142205	XP_008194489	K14972		
100142206	XP_008192486			
100142207	XP_001811241			
100142208	XP_001807516			
100142209	XP_001811323	K16353		
100142210	XP_001814896			
100142211	XP_015838284			
100142212	XP_001814294			
100142215	XP_015833440	K04698	map04630	JAK-STAT signaling pathway
100142215	XP_015833440	K04698	map04917	Prolactin signaling pathway
100142216	XP_008197688	K11886		
100142217	XP_001807060	K19599	map04630	JAK-STAT signaling pathway
100142219	NP_001155992			
100142223	XP_008197591			
100142224	XP_001814704			
100142225	XP_008200025	K11318		
100142226	XP_008194293	K14388		
100142227	XP_001814071			
100142228	XP_001814310			
100142231	XP_008190797			
100142232	XP_001816436	K12384	map04142	Lysosome
100142233	XP_008194975	K19750		
100142234	XP_001816128	K11128	map03008	Ribosome biogenesis in eukaryotes
100142235	XP_015837476			
100142236	XP_015836034	K07299	map04066	HIF-1 signaling pathway
100142236	XP_015836034	K07299	map04148	Efferocytosis
100142236	XP_015836034	K07299	map04911	Insulin secretion
100142236	XP_015836034	K07299	map04919	Thyroid hormone signaling pathway
100142236	XP_015836034	K07299	map04920	Adipocytokine signaling pathway
100142236	XP_015836034	K07299	map04922	Glucagon signaling pathway
100142236	XP_015836034	K07299	map04931	Insulin resistance
100142236	XP_015836034	K07299	map04976	Bile secretion
100142236	XP_015836034	K07299	map05166	Human T-cell leukemia virus 1 infection
100142236	XP_015836034	K07299	map05200	Pathways in cancer
100142236	XP_015836034	K07299	map05211	Renal cell carcinoma
100142236	XP_015836034	K07299	map05230	Central carbon metabolism in cancer
100142236	XP_015836034	K07299	map05415	Diabetic cardiomyopathy
100142237	XP_008197503			
100142238	XP_001814401			
100142239	XP_015836426			
100142240	XP_001808363			
100142242	XP_008195350	K02360	map04320	Dorso-ventral axis formation
100142243	XP_008197469			
100142244	XP_015838128			
100142245	XP_001807632	K24502		
100142246	XP_015839971	K09640		
100142247	XP_001815706			
100142248	XP_001808223	K07253	map00350	Tyrosine metabolism
100142248	XP_001808223	K07253	map00360	Phenylalanine metabolism
100142248	XP_001808223	K07253	map01100	
100142249	XP_001812033	K11976		
100142250	XP_001813427			
100142251	XP_008193987			
100142252	XP_015839946			
100142253	XP_015840450			
100142254	XP_008198197	K16831		
100142255	XP_015834422			
100142256	XP_015836529	K16572		
100142257	XP_008191746	K00699	map00040	Pentose and glucuronate interconversions
100142257	XP_008191746	K00699	map00053	Ascorbate and aldarate metabolism
100142257	XP_008191746	K00699	map00140	Steroid hormone biosynthesis
100142257	XP_008191746	K00699	map00830	Retinol metabolism
100142257	XP_008191746	K00699	map00860	Porphyrin metabolism
100142257	XP_008191746	K00699	map00980	Metabolism of xenobiotics by cytochrome P450
100142257	XP_008191746	K00699	map00982	Drug metabolism - cytochrome P450
100142257	XP_008191746	K00699	map00983	Drug metabolism - other enzymes
100142257	XP_008191746	K00699	map01100	
100142257	XP_008191746	K00699	map01110	Biosynthesis of secondary metabolites
100142257	XP_008191746	K00699	map01240	Biosynthesis of cofactors
100142257	XP_008191746	K00699	map04976	Bile secretion
100142257	XP_008191746	K00699	map05204	Chemical carcinogenesis - DNA adducts
100142257	XP_008191746	K00699	map05207	Chemical carcinogenesis - receptor activation
100142258	XP_008193225			
100142259	XP_008198287	K15447		
100142261	XP_008191162	K22910		
100142262	XP_001812744	K27909		
100142263	XP_008191520			
100142264	XP_001813626	K25166		
100142266	XP_001813375	K05662	map02010	ABC transporters
100142267	XP_008194131	K07190	map04020	Calcium signaling pathway
100142267	XP_008194131	K07190	map04910	Insulin signaling pathway
100142267	XP_008194131	K07190	map04922	Glucagon signaling pathway
100142268	XP_001810409	K19986		
100142269	XP_001812645			
